Frequency	Channel A
(MHz)	(dBu)

4.07028198	-69.37481000
4.07123566	-73.03334000
4.07218933	-75.36500000
4.07314301	-76.51044000
4.07409668	-81.33162000
4.07505035	-80.75240000
4.07600403	-76.85505000
4.07695770	-75.38808000
4.07791138	-77.74156000
4.07886505	-82.44835000
4.07981873	-82.59288000
4.08077240	-83.02765000
4.08172607	-80.04467000
4.08267975	-74.06686000
4.08363342	-82.28827000
4.08458710	-80.44082000
4.08554077	-70.44115000
4.08649445	-68.48244000
4.08744812	-72.75437000
4.08840179	-82.51892000
4.08935547	-71.59375000
4.09030914	-71.06114000
4.09126282	-74.23605000
4.09221649	-79.88839000
4.09317017	-86.39957000
4.09412384	-86.83485000
4.09507751	-77.59363000
4.09603119	-76.49274000
4.09698486	-70.12679000
4.09793854	-71.25081000
4.09889221	-78.70885000
4.09984589	-78.36843000
4.10079956	-92.57461000
4.10175323	-73.72485000
4.10270691	-69.10137000
4.10366058	-69.10251000
4.10461426	-73.22803000
4.10556793	-80.45251000
4.10652161	-73.91470000
4.10747528	-80.49467000
4.10842896	-86.01357000
4.10938263	-78.00500000
4.11033630	-75.83511000
4.11128998	-73.60683000
4.11224365	-75.07091000
4.11319733	-74.15623000
4.11415100	-77.76823000
4.11510468	-81.75179000
4.11605835	-68.73899000
4.11701202	-67.58925000
4.11796570	-70.30231000
4.11891937	-74.93980000
4.11987305	-85.09492000
4.12082672	-83.93227000
4.12178040	-77.10621000
4.12273407	-73.95930000
4.12368774	-73.20483000
4.12464142	-80.23567000
4.12559509	-79.61714000
4.12654877	-72.52525000
4.12750244	-70.96364000
4.12845612	-71.68262000
4.12940979	-70.05788000
4.13036346	-71.65294000
4.13131714	-86.36681000
4.13227081	-83.36037000
4.13322449	-77.96020000
4.13417816	-74.09090000
4.13513184	-78.02766000
4.13608551	-77.85999000
4.13703918	-81.55806000
4.13799286	-90.27957000
4.13894653	-85.63817000
4.13990021	-75.89393000
4.14085388	-73.25214000
4.14180756	-74.54273000
4.14276123	-74.92204000
4.14371490	-73.41975000
4.14466858	-73.22466000
4.14562225	-70.57581000
4.14657593	-71.44050000
4.14752960	-72.79388000
4.14848328	-70.71991000
4.14943695	-77.84343000
4.15039063	-75.39103000
4.15134430	-68.97425000
4.15229797	-69.56229000
4.15325165	-79.72781000
4.15420532	-81.67416000
4.15515900	-77.50621000
4.15611267	-81.70940000
4.15706635	-83.20882000
4.15802002	-80.49130000
4.15897369	-77.71561000
4.15992737	-83.75870000
4.16088104	-75.99908000
4.16183472	-72.11682000
4.16278839	-78.05366000
4.16374207	-79.03515000
4.16469574	-74.27660000
4.16564941	-80.54547000
4.16660309	-83.27182000
4.16755676	-82.52370000
4.16851044	-72.68088000
4.16946411	-70.09507000
4.17041779	-74.41456000
4.17137146	-76.46986000
4.17232513	-74.59184000
4.17327881	-80.31403000
4.17423248	-79.38866000
4.17518616	-78.10739000
4.17613983	-72.59387000
4.17709351	-69.24696000
4.17804718	-66.30065000
4.17900085	-67.31531000
4.17995453	-78.13280000
4.18090820	-75.14073000
4.18186188	-74.86848000
4.18281555	-75.51321000
4.18376923	-74.87762000
4.18472290	-76.84635000
4.18567657	-76.63033000
4.18663025	-77.84921000
4.18758392	-89.12965000
4.18853760	-71.64408000
4.18949127	-72.56810000
4.19044495	-70.20871000
4.19139862	-67.48931000
4.19235229	-70.34011000
4.19330597	-76.43421000
4.19425964	-71.38126000
4.19521332	-67.36288000
4.19616699	-65.53652000
4.19712067	-65.73425000
4.19807434	-67.19305000
4.19902802	-68.77924000
4.19998169	-70.89747000
4.20093536	-73.08795000
4.20188904	-75.44072000
4.20284271	-74.19582000
4.20379639	-68.30585000
4.20475006	-70.19549000
4.20570374	-73.15886000
4.20665741	-77.91113000
4.20761108	-85.19563000
4.20856476	-81.10542000
4.20951843	-85.12177000
4.21047211	-84.03203000
4.21142578	-80.41882000
4.21237946	-75.78456000
4.21333313	-72.00674000
4.21428680	-69.87217000
4.21524048	-73.97855000
4.21619415	-83.53957000
4.21714783	-78.67892000
4.21810150	-96.23763000
4.21905518	-75.30262000
4.22000885	-67.64230000
4.22096252	-67.78062000
4.22191620	-73.63671000
4.22286987	-84.41080000
4.22382355	-81.43825000
4.22477722	-80.08897000
4.22573090	-75.93137000
4.22668457	-81.74422000
4.22763824	-86.87575000
4.22859192	-84.45934000
4.22954559	-84.65862000
4.23049927	-82.11174000
4.23145294	-75.34681000
4.23240662	-71.63660000
4.23336029	-72.25737000
4.23431396	-69.70588000
4.23526764	-70.93358000
4.23622131	-75.09708000
4.23717499	-77.13120000
4.23812866	-74.27755000
4.23908234	-72.16216000
4.24003601	-77.98439000
4.24098969	-75.11906000
4.24194336	-68.76777000
4.24289703	-67.68600000
4.24385071	-69.69853000
4.24480438	-74.96302000
4.24575806	-77.52860000
4.24671173	-72.81342000
4.24766541	-73.66885000
4.24861908	-106.68570000
4.24957275	-83.32214000
4.25052643	-78.32678000
4.25148010	-74.46597000
4.25243378	-75.85049000
4.25338745	-76.47249000
4.25434113	-79.51748000
4.25529480	-75.52460000
4.25624847	-75.77142000
4.25720215	-76.39039000
4.25815582	-75.40626000
4.25910950	-77.84457000
4.26006317	-75.86565000
4.26101685	-75.55691000
4.26197052	-78.42513000
4.26292419	-79.63733000
4.26387787	-84.22515000
4.26483154	-79.03266000
4.26578522	-82.91449000
4.26673889	-95.29811000
4.26769257	-85.50702000
4.26864624	-82.41001000
4.26959991	-85.56238000
4.27055359	-92.61070000
4.27150726	-91.31927000
4.27246094	-82.85107000
4.27341461	-83.33854000
4.27436829	-75.27957000
4.27532196	-75.15685000
4.27627563	-86.27499000
4.27722931	-76.61862000
4.27818298	-80.59394000
4.27913666	-79.81203000
4.28009033	-68.64427000
4.28104401	-67.16472000
4.28199768	-71.83919000
4.28295135	-89.85172000
4.28390503	-81.60180000
4.28485870	-78.13959000
4.28581238	-76.42986000
4.28676605	-72.89390000
4.28771973	-76.53150000
4.28867340	-112.44340000
4.28962708	-85.39031000
4.29058075	-76.36320000
4.29153442	-74.18948000
4.29248810	-72.22050000
4.29344177	-71.24500000
4.29439545	-73.03315000
4.29534912	-71.39188000
4.29630280	-70.76131000
4.29725647	-75.69211000
4.29821014	-76.42867000
4.29916382	-70.83894000
4.30011749	-69.84238000
4.30107117	-73.90383000
4.30202484	-79.17761000
4.30297852	-74.86779000
4.30393219	-77.59503000
4.30488586	-89.64743000
4.30583954	-84.56412000
4.30679321	-80.58910000
4.30774689	-84.36863000
4.30870056	-89.61437000
4.30965424	-80.40733000
4.31060791	-78.15816000
4.31156158	-79.04063000
4.31251526	-72.88164000
4.31346893	-76.01342000
4.31442261	-79.64199000
4.31537628	-71.59926000
4.31632996	-70.47657000
4.31728363	-73.90598000
4.31823730	-79.60696000
4.31919098	-75.39703000
4.32014465	-70.48178000
4.32109833	-69.60672000
4.32205200	-73.37093000
4.32300568	-86.85345000
4.32395935	-78.15359000
4.32491302	-71.67695000
4.32586670	-69.12280000
4.32682037	-72.73921000
4.32777405	-78.17833000
4.32872772	-75.62783000
4.32968140	-72.88457000
4.33063507	-71.42223000
4.33158875	-72.74513000
4.33254242	-78.85600000
4.33349609	-91.85506000
4.33444977	-77.66093000
4.33540344	-76.81885000
4.33635712	-72.75851000
4.33731079	-72.23067000
4.33826447	-76.14393000
4.33921814	-76.40002000
4.34017181	-72.99910000
4.34112549	-75.87785000
4.34207916	-81.35857000
4.34303284	-73.98148000
4.34398651	-72.79843000
4.34494019	-74.36971000
4.34589386	-72.37300000
4.34684753	-76.01779000
4.34780121	-80.22891000
4.34875488	-70.58946000
4.34970856	-69.20087000
4.35066223	-72.39972000
4.35161591	-81.84480000
4.35256958	-86.86591000
4.35352325	-82.00804000
4.35447693	-75.50399000
4.35543060	-85.92027000
4.35638428	-73.30493000
4.35733795	-72.05473000
4.35829163	-74.03940000
4.35924530	-73.79050000
4.36019897	-78.26830000
4.36115265	-77.45592000
4.36210632	-73.69592000
4.36306000	-78.35869000
4.36401367	-74.66071000
4.36496735	-76.18568000
4.36592102	-86.29208000
4.36687469	-86.37809000
4.36782837	-85.71926000
4.36878204	-82.09607000
4.36973572	-79.83942000
4.37068939	-70.32777000
4.37164307	-72.84389000
4.37259674	-85.06046000
4.37355042	-75.02596000
4.37450409	-70.25865000
4.37545776	-71.98476000
4.37641144	-79.58861000
4.37736511	-78.29608000
4.37831879	-78.96842000
4.37927246	-77.37943000
4.38022614	-81.48362000
4.38117981	-78.98395000
4.38213348	-83.52495000
4.38308716	-80.78815000
4.38404083	-72.32452000
4.38499451	-74.53291000
4.38594818	-78.09286000
4.38690186	-73.50738000
4.38785553	-75.50493000
4.38880920	-82.76066000
4.38976288	-79.45464000
4.39071655	-74.07265000
4.39167023	-73.21970000
4.39262390	-74.67061000
4.39357758	-75.58485000
4.39453125	-81.95972000
4.39548492	-78.45752000
4.39643860	-81.24322000
4.39739227	-78.99545000
4.39834595	-78.05534000
4.39929962	-79.09476000
4.40025330	-76.74654000
4.40120697	-82.28539000
4.40216064	-85.82893000
4.40311432	-75.09050000
4.40406799	-74.90601000
4.40502167	-83.10558000
4.40597534	-71.29619000
4.40692902	-70.20576000
4.40788269	-73.60691000
4.40883636	-84.24439000
4.40979004	-80.95357000
4.41074371	-79.27932000
4.41169739	-77.18702000
4.41265106	-75.09656000
4.41360474	-78.45058000
4.41455841	-78.08923000
4.41551208	-71.96317000
4.41646576	-71.35079000
4.41741943	-71.54774000
4.41837311	-71.25649000
4.41932678	-73.87116000
4.42028046	-85.50617000
4.42123413	-79.44485000
4.42218781	-74.75760000
4.42314148	-73.56052000
4.42409515	-74.42891000
4.42504883	-81.19483000
4.42600250	-78.52354000
4.42695618	-86.00472000
4.42790985	-82.98680000
4.42886353	-104.09420000
4.42981720	-72.80260000
4.43077087	-69.80471000
4.43172455	-73.95160000
4.43267822	-83.47497000
4.43363190	-84.46265000
4.43458557	-78.07639000
4.43553925	-86.93375000
4.43649292	-72.63094000
4.43744659	-73.97690000
4.43840027	-80.50358000
4.43935394	-86.99532000
4.44030762	-75.75909000
4.44126129	-72.11790000
4.44221497	-75.48920000
4.44316864	-87.86154000
4.44412231	-84.79073000
4.44507599	-77.09933000
4.44602966	-77.88860000
4.44698334	-84.77775000
4.44793701	-92.29662000
4.44889069	-87.82358000
4.44984436	-88.77212000
4.45079803	-72.65973000
4.45175171	-70.12748000
4.45270538	-73.01327000
4.45365906	-78.88712000
4.45461273	-77.20885000
4.45556641	-73.30023000
4.45652008	-95.39596000
4.45747375	-71.46897000
4.45842743	-71.57141000
4.45938110	-82.79179000
4.46033478	-79.55716000
4.46128845	-81.64305000
4.46224213	-87.22908000
4.46319580	-84.85498000
4.46414948	-78.69437000
4.46510315	-77.45602000
4.46605682	-76.37720000
4.46701050	-78.24306000
4.46796417	-82.22980000
4.46891785	-80.12135000
4.46987152	-77.09016000
4.47082520	-72.20923000
4.47177887	-68.23854000
4.47273254	-69.55879000
4.47368622	-78.68328000
4.47463989	-88.95303000
4.47559357	-78.41978000
4.47654724	-75.89323000
4.47750092	-77.42454000
4.47845459	-85.69343000
4.47940826	-87.17172000
4.48036194	-84.86327000
4.48131561	-77.00697000
4.48226929	-73.23145000
4.48322296	-78.92038000
4.48417664	-76.49153000
4.48513031	-71.08107000
4.48608398	-72.37286000
4.48703766	-78.08445000
4.48799133	-76.91363000
4.48894501	-73.86044000
4.48989868	-72.62982000
4.49085236	-73.24156000
4.49180603	-72.54115000
4.49275970	-73.54556000
4.49371338	-70.36964000
4.49466705	-68.76809000
4.49562073	-68.81252000
4.49657440	-71.57411000
4.49752808	-71.21867000
4.49848175	-67.52267000
4.49943542	-68.72796000
4.50038910	-84.18636000
4.50134277	-70.78017000
4.50229645	-74.33167000
4.50325012	-75.16325000
4.50420380	-67.35653000
4.50515747	-68.45893000
4.50611115	-73.55249000
4.50706482	-74.25343000
4.50801849	-76.54639000
4.50897217	-75.22567000
4.50992584	-74.18118000
4.51087952	-80.27206000
4.51183319	-76.67968000
4.51278687	-73.71906000
4.51374054	-72.62009000
4.51469421	-75.32991000
4.51564789	-76.69933000
4.51660156	-77.42348000
4.51755524	-72.34103000
4.51850891	-77.21827000
4.51946259	-80.88145000
4.52041626	-75.17942000
4.52136993	-76.65061000
4.52232361	-76.29091000
4.52327728	-79.44909000
4.52423096	-84.09306000
4.52518463	-76.39041000
4.52613831	-83.01953000
4.52709198	-82.84679000
4.52804565	-80.26684000
4.52899933	-85.42693000
4.52995300	-89.32224000
4.53090668	-88.92857000
4.53186035	-79.50404000
4.53281403	-72.25326000
4.53376770	-76.57608000
4.53472137	-75.66201000
4.53567505	-72.01419000
4.53662872	-80.30903000
4.53758240	-73.03573000
4.53853607	-76.63438000
4.53948975	-86.42790000
4.54044342	-93.20892000
4.54139709	-83.61289000
4.54235077	-81.18470000
4.54330444	-85.70415000
4.54425812	-74.43415000
4.54521179	-72.43944000
4.54616547	-84.28840000
4.54711914	-73.52209000
4.54807281	-74.35660000
4.54902649	-72.34853000
4.54998016	-71.12325000
4.55093384	-69.42068000
4.55188751	-68.99696000
4.55284119	-68.71397000
4.55379486	-72.53410000
4.55474854	-78.77635000
4.55570221	-79.68892000
4.55665588	-90.45886000
4.55760956	-85.04286000
4.55856323	-72.29318000
4.55951691	-72.31689000
4.56047058	-86.10473000
4.56142426	-72.76308000
4.56237793	-74.54196000
4.56333160	-76.15775000
4.56428528	-80.09414000
4.56523895	-89.72014000
4.56619263	-79.39912000
4.56714630	-75.43684000
4.56809998	-73.61189000
4.56905365	-73.36535000
4.57000732	-74.77235000
4.57096100	-74.66931000
4.57191467	-88.78873000
4.57286835	-74.51565000
4.57382202	-73.17527000
4.57477570	-79.02132000
4.57572937	-77.88744000
4.57668304	-82.34338000
4.57763672	-100.13490000
4.57859039	-82.18207000
4.57954407	-76.94460000
4.58049774	-75.69912000
4.58145142	-74.18441000
4.58240509	-70.76835000
4.58335876	-71.70293000
4.58431244	-71.20013000
4.58526611	-70.81464000
4.58621979	-74.14484000
4.58717346	-73.38958000
4.58812714	-71.98404000
4.58908081	-76.13885000
4.59003448	-79.91095000
4.59098816	-71.98287000
4.59194183	-72.11469000
4.59289551	-75.67028000
4.59384918	-79.78323000
4.59480286	-80.58388000
4.59575653	-77.19675000
4.59671021	-81.48189000
4.59766388	-81.34475000
4.59861755	-79.37502000
4.59957123	-83.26189000
4.60052490	-79.48669000
4.60147858	-71.18359000
4.60243225	-69.32828000
4.60338593	-74.60201000
4.60433960	-77.86119000
4.60529327	-73.16729000
4.60624695	-75.19852000
4.60720062	-74.04176000
4.60815430	-77.63419000
4.60910797	-77.16893000
4.61006165	-72.63129000
4.61101532	-80.63721000
4.61196899	-76.39436000
4.61292267	-76.30495000
4.61387634	-76.20751000
4.61483002	-77.72494000
4.61578369	-76.99487000
4.61673737	-83.94507000
4.61769104	-79.18290000
4.61864471	-80.90242000
4.61959839	-76.44492000
4.62055206	-78.17718000
4.62150574	-80.61150000
4.62245941	-92.20430000
4.62341309	-80.26382000
4.62436676	-76.06197000
4.62532043	-79.85774000
4.62627411	-78.74245000
4.62722778	-74.21565000
4.62818146	-76.53564000
4.62913513	-80.88200000
4.63008881	-80.43919000
4.63104248	-81.18788000
4.63199615	-75.94885000
4.63294983	-72.18523000
4.63390350	-71.65064000
4.63485718	-70.87829000
4.63581085	-68.55569000
4.63676453	-67.17910000
4.63771820	-71.17282000
4.63867188	-82.16785000
4.63962555	-76.63634000
4.64057922	-74.45896000
4.64153290	-77.33305000
4.64248657	-73.59338000
4.64344025	-73.77548000
4.64439392	-77.03868000
4.64534760	-87.09377000
4.64630127	-80.31837000
4.64725494	-78.41508000
4.64820862	-75.39516000
4.64916229	-81.39651000
4.65011597	-71.98762000
4.65106964	-70.22177000
4.65202332	-77.56419000
4.65297699	-73.67551000
4.65393066	-72.30363000
4.65488434	-70.66042000
4.65583801	-68.97600000
4.65679169	-69.25533000
4.65774536	-73.04762000
4.65869904	-76.69916000
4.65965271	-68.26595000
4.66060638	-72.63570000
4.66156006	-78.88641000
4.66251373	-73.12157000
4.66346741	-78.21634000
4.66442108	-72.87898000
4.66537476	-71.06689000
4.66632843	-70.60170000
4.66728210	-72.12129000
4.66823578	-73.19320000
4.66918945	-75.26795000
4.67014313	-88.87351000
4.67109680	-75.55544000
4.67205048	-75.03526000
4.67300415	-82.73040000
4.67395782	-76.45039000
4.67491150	-76.52075000
4.67586517	-77.29056000
4.67681885	-75.13332000
4.67777252	-72.36115000
4.67872620	-75.74986000
4.67967987	-80.92960000
4.68063354	-83.32297000
4.68158722	-87.48283000
4.68254089	-76.22660000
4.68349457	-83.22659000
4.68444824	-78.23381000
4.68540192	-80.59409000
4.68635559	-71.21863000
4.68730927	-70.52374000
4.68826294	-73.29203000
4.68921661	-83.90909000
4.69017029	-87.26254000
4.69112396	-79.85262000
4.69207764	-73.51656000
4.69303131	-69.76994000
4.69398499	-68.59719000
4.69493866	-72.81005000
4.69589233	-85.90413000
4.69684601	-81.92058000
4.69779968	-81.81530000
4.69875336	-92.43671000
4.69970703	-88.73032000
4.70066071	-80.88883000
4.70161438	-71.69108000
4.70256805	-69.28170000
4.70352173	-70.56156000
4.70447540	-73.46587000
4.70542908	-75.44254000
4.70638275	-76.77117000
4.70733643	-77.20515000
4.70829010	-76.18935000
4.70924377	-84.06912000
4.71019745	-74.64547000
4.71115112	-69.56361000
4.71210480	-73.18813000
4.71305847	-80.61526000
4.71401215	-80.38640000
4.71496582	-78.23218000
4.71591949	-78.32801000
4.71687317	-82.87507000
4.71782684	-77.69046000
4.71878052	-76.25166000
4.71973419	-70.33006000
4.72068787	-68.75851000
4.72164154	-74.28200000
4.72259521	-72.00184000
4.72354889	-68.22739000
4.72450256	-68.72983000
4.72545624	-72.15804000
4.72640991	-72.95102000
4.72736359	-74.36590000
4.72831726	-71.49245000
4.72927094	-69.85170000
4.73022461	-74.45866000
4.73117828	-77.68974000
4.73213196	-102.00520000
4.73308563	-82.90935000
4.73403931	-75.17474000
4.73499298	-77.57297000
4.73594666	-81.54706000
4.73690033	-79.51187000
4.73785400	-83.02255000
4.73880768	-80.64663000
4.73976135	-89.42802000
4.74071503	-85.13225000
4.74166870	-85.23833000
4.74262238	-84.33445000
4.74357605	-78.43150000
4.74452972	-84.80106000
4.74548340	-76.97715000
4.74643707	-75.40161000
4.74739075	-79.08306000
4.74834442	-77.02089000
4.74929810	-72.87887000
4.75025177	-74.44028000
4.75120544	-80.94420000
4.75215912	-79.26134000
4.75311279	-77.49847000
4.75406647	-75.26894000
4.75502014	-77.14478000
4.75597382	-84.66344000
4.75692749	-74.33862000
4.75788116	-74.90890000
4.75883484	-73.51767000
4.75978851	-70.98149000
4.76074219	-70.74668000
4.76169586	-73.20769000
4.76264954	-77.18600000
4.76360321	-78.38166000
4.76455688	-80.68512000
4.76551056	-77.12082000
4.76646423	-91.31996000
4.76741791	-77.80330000
4.76837158	-77.96324000
4.76932526	-77.22279000
4.77027893	-74.83186000
4.77123260	-74.25992000
4.77218628	-77.27275000
4.77313995	-80.09996000
4.77409363	-80.35637000
4.77504730	-71.68131000
4.77600098	-69.29134000
4.77695465	-69.49434000
4.77790833	-69.21387000
4.77886200	-70.15071000
4.77981567	-71.47272000
4.78076935	-75.11396000
4.78172302	-80.53091000
4.78267670	-77.88625000
4.78363037	-75.89950000
4.78458405	-85.84619000
4.78553772	-79.37180000
4.78649139	-82.85242000
4.78744507	-81.70884000
4.78839874	-75.85064000
4.78935242	-75.93365000
4.79030609	-73.85149000
4.79125977	-70.29988000
4.79221344	-68.49949000
4.79316711	-67.33027000
4.79412079	-68.50526000
4.79507446	-70.47456000
4.79602814	-78.83763000
4.79698181	-86.57662000
4.79793549	-74.60388000
4.79888916	-73.78551000
4.79984283	-90.39218000
4.80079651	-74.17649000
4.80175018	-70.92712000
4.80270386	-75.12961000
4.80365753	-78.32833000
4.80461121	-84.09209000
4.80556488	-76.26224000
4.80651855	-79.40669000
4.80747223	-72.93107000
4.80842590	-72.28470000
4.80937958	-77.85028000
4.81033325	-73.97395000
4.81128693	-74.41374000
4.81224060	-72.82092000
4.81319427	-72.17403000
4.81414795	-74.09411000
4.81510162	-69.47084000
4.81605530	-68.49244000
4.81700897	-70.71934000
4.81796265	-71.22987000
4.81891632	-70.48747000
4.81987000	-69.14590000
4.82082367	-69.50878000
4.82177734	-74.69611000
4.82273102	-77.72536000
4.82368469	-78.08759000
4.82463837	-77.94110000
4.82559204	-75.61224000
4.82654572	-72.80390000
4.82749939	-75.59853000
4.82845306	-77.82395000
4.82940674	-75.58203000
4.83036041	-74.05572000
4.83131409	-74.48350000
4.83226776	-77.50284000
4.83322144	-81.18390000
4.83417511	-72.70828000
4.83512878	-72.75159000
4.83608246	-74.49456000
4.83703613	-77.12042000
4.83798981	-82.77251000
4.83894348	-73.60732000
4.83989716	-71.89853000
4.84085083	-73.66693000
4.84180450	-71.87741000
4.84275818	-70.65170000
4.84371185	-77.90788000
4.84466553	-77.19580000
4.84561920	-75.02574000
4.84657288	-76.44043000
4.84752655	-75.50352000
4.84848022	-83.30753000
4.84943390	-73.25417000
4.85038757	-67.21908000
4.85134125	-67.22092000
4.85229492	-73.83775000
4.85324860	-84.58190000
4.85420227	-89.74411000
4.85515594	-88.36175000
4.85610962	-80.33005000
4.85706329	-73.73105000
4.85801697	-75.22963000
4.85897064	-83.74793000
4.85992432	-79.02029000
4.86087799	-71.86872000
4.86183167	-73.60881000
4.86278534	-80.61199000
4.86373901	-84.83656000
4.86469269	-97.11113000
4.86564636	-75.33237000
4.86660004	-70.65339000
4.86755371	-69.90271000
4.86850739	-67.39981000
4.86946106	-69.28802000
4.87041473	-76.57095000
4.87136841	-77.30745000
4.87232208	-77.49539000
4.87327576	-76.29668000
4.87422943	-79.33838000
4.87518311	-77.47878000
4.87613678	-77.24060000
4.87709045	-82.94387000
4.87804413	-73.23943000
4.87899780	-74.64223000
4.87995148	-81.87189000
4.88090515	-83.67984000
4.88185883	-81.47522000
4.88281250	-85.10743000
4.88376617	-89.35127000
4.88471985	-79.25757000
4.88567352	-77.42900000
4.88662720	-86.08299000
4.88758087	-84.11217000
4.88853455	-79.16676000
4.88948822	-72.68608000
4.89044189	-71.80978000
4.89139557	-72.24547000
4.89234924	-68.94559000
4.89330292	-69.20866000
4.89425659	-71.69570000
4.89521027	-71.70159000
4.89616394	-72.96606000
4.89711761	-81.59264000
4.89807129	-77.93209000
4.89902496	-73.36758000
4.89997864	-77.00122000
4.90093231	-80.85552000
4.90188599	-74.75429000
4.90283966	-75.12355000
4.90379333	-80.10516000
4.90474701	-94.66664000
4.90570068	-86.18858000
4.90665436	-77.79357000
4.90760803	-74.65421000
4.90856171	-77.55569000
4.90951538	-73.01925000
4.91046906	-72.57787000
4.91142273	-80.21912000
4.91237640	-88.95097000
4.91333008	-79.01210000
4.91428375	-74.06364000
4.91523743	-78.13815000
4.91619110	-84.92458000
4.91714478	-81.09962000
4.91809845	-76.84224000
4.91905212	-73.75419000
4.92000580	-72.98985000
4.92095947	-72.98499000
4.92191315	-75.35484000
4.92286682	-74.45287000
4.92382050	-72.32343000
4.92477417	-73.67406000
4.92572784	-72.38505000
4.92668152	-73.95386000
4.92763519	-74.56306000
4.92858887	-71.64058000
4.92954254	-73.70455000
4.93049622	-82.57089000
4.93144989	-85.83208000
4.93240356	-79.71297000
4.93335724	-76.32120000
4.93431091	-74.81204000
4.93526459	-74.91220000
4.93621826	-76.45482000
4.93717194	-84.20322000
4.93812561	-81.18417000
4.93907928	-86.24706000
4.94003296	-80.33562000
4.94098663	-74.96713000
4.94194031	-74.57462000
4.94289398	-82.45444000
4.94384766	-80.68219000
4.94480133	-77.15089000
4.94575500	-75.80138000
4.94670868	-87.77910000
4.94766235	-72.72620000
4.94861603	-69.03047000
4.94956970	-69.59344000
4.95052338	-71.39146000
4.95147705	-75.23336000
4.95243073	-78.55008000
4.95338440	-73.87974000
4.95433807	-78.01958000
4.95529175	-75.15556000
4.95624542	-73.75412000
4.95719910	-70.13814000
4.95815277	-70.03077000
4.95910645	-71.09250000
4.96006012	-71.37621000
4.96101379	-73.73086000
4.96196747	-71.88997000
4.96292114	-72.11882000
4.96387482	-77.26195000
4.96482849	-71.58379000
4.96578217	-71.33083000
4.96673584	-76.60948000
4.96768951	-80.46738000
4.96864319	-73.63274000
4.96959686	-72.60360000
4.97055054	-77.64625000
4.97150421	-83.71304000
4.97245789	-74.43991000
4.97341156	-76.52045000
4.97436523	-80.58562000
4.97531891	-79.24281000
4.97627258	-78.13068000
4.97722626	-75.16316000
4.97817993	-74.65479000
4.97913361	-75.23008000
4.98008728	-76.22949000
4.98104095	-78.73262000
4.98199463	-79.33079000
4.98294830	-75.54012000
4.98390198	-78.04622000
4.98485565	-92.92900000
4.98580933	-73.28049000
4.98676300	-73.98650000
4.98771667	-94.79341000
4.98867035	-74.17226000
4.98962402	-73.89001000
4.99057770	-81.10167000
4.99153137	-80.88212000
4.99248505	-78.06089000
4.99343872	-90.11265000
4.99439240	-74.06281000
4.99534607	-72.06121000
4.99629974	-73.74203000
4.99725342	-76.91699000
4.99820709	-83.33679000
4.99916077	-75.90086000
5.00011444	-74.50047000
5.00106812	-70.56815000
5.00202179	-71.61692000
5.00297546	-97.74879000
5.00392914	-75.92568000
5.00488281	-73.90621000
5.00583649	-76.54428000
5.00679016	-78.74412000
5.00774384	-79.84580000
5.00869751	-73.13451000
5.00965118	-72.63923000
5.01060486	-71.41688000
5.01155853	-70.07866000
5.01251221	-70.39537000
5.01346588	-71.46220000
5.01441956	-72.09115000
5.01537323	-71.53760000
5.01632690	-72.95673000
5.01728058	-74.24022000
5.01823425	-72.95272000
5.01918793	-70.81895000
5.02014160	-73.04292000
5.02109528	-81.11012000
5.02204895	-87.73187000
5.02300262	-74.77637000
5.02395630	-69.01382000
5.02490997	-71.31014000
5.02586365	-75.34959000
5.02681732	-85.33202000
5.02777100	-78.16407000
5.02872467	-76.31646000
5.02967834	-73.93679000
5.03063202	-75.16091000
5.03158569	-80.82310000
5.03253937	-79.24613000
5.03349304	-79.89204000
5.03444672	-78.82367000
5.03540039	-74.00286000
5.03635406	-75.52248000
5.03730774	-78.29176000
5.03826141	-81.98249000
5.03921509	-70.56214000
5.04016876	-70.62356000
5.04112244	-77.47738000
5.04207611	-81.91051000
5.04302979	-80.26031000
5.04398346	-75.84650000
5.04493713	-76.43661000
5.04589081	-79.23370000
5.04684448	-79.72374000
5.04779816	-74.93829000
5.04875183	-75.99570000
5.04970551	-78.66090000
5.05065918	-75.18974000
5.05161285	-83.74896000
5.05256653	-80.13066000
5.05352020	-86.34447000
5.05447388	-83.14933000
5.05542755	-76.50735000
5.05638123	-72.73324000
5.05733490	-73.70798000
5.05828857	-73.29442000
5.05924225	-77.00693000
5.06019592	-82.99538000
5.06114960	-77.67561000
5.06210327	-76.37445000
5.06305695	-88.38316000
5.06401062	-70.06641000
5.06496429	-68.21009000
5.06591797	-71.25199000
5.06687164	-72.52448000
5.06782532	-72.03650000
5.06877899	-72.46233000
5.06973267	-70.90369000
5.07068634	-71.89111000
5.07164001	-78.44316000
5.07259369	-82.01170000
5.07354736	-74.82169000
5.07450104	-75.57329000
5.07545471	-79.15246000
5.07640839	-86.32117000
5.07736206	-79.74382000
5.07831573	-72.04551000
5.07926941	-69.98635000
5.08022308	-71.70157000
5.08117676	-78.58173000
5.08213043	-79.99593000
5.08308411	-74.85390000
5.08403778	-75.29553000
5.08499146	-74.84432000
5.08594513	-75.56963000
5.08689880	-82.20587000
5.08785248	-73.32697000
5.08880615	-70.05936000
5.08975983	-73.73376000
5.09071350	-79.09570000
5.09166718	-74.67809000
5.09262085	-74.19884000
5.09357452	-80.93890000
5.09452820	-75.08485000
