Frequency	Channel A
(MHz)	(dBu)

7.09152222	-73.91955000
7.09247589	-80.80078000
7.09342957	-81.59367000
7.09438324	-73.09804000
7.09533691	-67.93855000
7.09629059	-68.37416000
7.09724426	-73.56498000
7.09819794	-79.20364000
7.09915161	-78.91441000
7.10010529	-85.34064000
7.10105896	-73.81274000
7.10201263	-72.98930000
7.10296631	-76.40669000
7.10391998	-71.31737000
7.10487366	-67.52250000
7.10582733	-66.21922000
7.10678101	-68.07590000
7.10773468	-72.92328000
7.10868835	-87.46430000
7.10964203	-73.75296000
7.11059570	-71.50957000
7.11154938	-74.93900000
7.11250305	-71.70734000
7.11345673	-71.31787000
7.11441040	-78.21908000
7.11536407	-76.29441000
7.11631775	-69.76456000
7.11727142	-71.14117000
7.11822510	-78.96397000
7.11917877	-77.41371000
7.12013245	-73.67311000
7.12108612	-76.41650000
7.12203979	-75.73280000
7.12299347	-79.09092000
7.12394714	-69.81953000
7.12490082	-69.13036000
7.12585449	-77.48537000
7.12680817	-88.56906000
7.12776184	-82.28848000
7.12871552	-79.07640000
7.12966919	-79.77271000
7.13062286	-88.63781000
7.13157654	-72.85808000
7.13253021	-72.49114000
7.13348389	-75.21490000
7.13443756	-76.24005000
7.13539124	-79.77698000
7.13634491	-91.69139000
7.13729858	-76.75687000
7.13825226	-73.31620000
7.13920593	-79.49857000
7.14015961	-74.19710000
7.14111328	-74.27366000
7.14206696	-76.38499000
7.14302063	-80.93532000
7.14397430	-76.13053000
7.14492798	-77.17439000
7.14588165	-77.85670000
7.14683533	-77.02611000
7.14778900	-71.91920000
7.14874268	-69.30574000
7.14969635	-72.27933000
7.15065002	-74.56248000
7.15160370	-74.13007000
7.15255737	-70.76339000
7.15351105	-71.49266000
7.15446472	-74.75134000
7.15541840	-78.73944000
7.15637207	-93.86993000
7.15732574	-84.33750000
7.15827942	-75.90954000
7.15923309	-73.66333000
7.16018677	-76.45374000
7.16114044	-82.28362000
7.16209412	-75.23360000
7.16304779	-69.94845000
7.16400146	-77.25694000
7.16495514	-76.77955000
7.16590881	-86.45789000
7.16686249	-76.37870000
7.16781616	-71.45896000
7.16876984	-75.12416000
7.16972351	-73.88026000
7.17067719	-72.54610000
7.17163086	-79.03712000
7.17258453	-78.24953000
7.17353821	-79.67871000
7.17449188	-78.81393000
7.17544556	-81.27824000
7.17639923	-79.74923000
7.17735291	-79.91619000
7.17830658	-83.06877000
7.17926025	-78.66318000
7.18021393	-75.55197000
7.18116760	-77.06138000
7.18212128	-85.44586000
7.18307495	-84.21150000
7.18402863	-74.95169000
7.18498230	-72.55693000
7.18593597	-75.65307000
7.18688965	-78.97533000
7.18784332	-85.00213000
7.18879700	-78.62090000
7.18975067	-72.09565000
7.19070435	-74.63569000
7.19165802	-79.00951000
7.19261169	-76.80482000
7.19356537	-74.27299000
7.19451904	-72.87872000
7.19547272	-75.94075000
7.19642639	-73.40947000
7.19738007	-73.87526000
7.19833374	-94.55888000
7.19928741	-75.82955000
7.20024109	-78.15556000
7.20119476	-76.21944000
7.20214844	-79.10139000
7.20310211	-74.58441000
7.20405579	-71.42274000
7.20500946	-73.88104000
7.20596313	-80.53486000
7.20691681	-79.03092000
7.20787048	-76.62612000
7.20882416	-78.61054000
7.20977783	-77.99432000
7.21073151	-82.73705000
7.21168518	-86.32663000
7.21263885	-80.37138000
7.21359253	-82.93082000
7.21454620	-82.94219000
7.21549988	-79.01048000
7.21645355	-80.05121000
7.21740723	-105.02890000
7.21836090	-79.72990000
7.21931458	-85.19326000
7.22026825	-76.79596000
7.22122192	-74.76006000
7.22217560	-81.57204000
7.22312927	-72.80082000
7.22408295	-70.88773000
7.22503662	-75.97038000
7.22599030	-91.63548000
7.22694397	-77.42320000
7.22789764	-79.48381000
7.22885132	-81.23539000
7.22980499	-82.29134000
7.23075867	-82.05267000
7.23171234	-83.73422000
7.23266602	-77.64497000
7.23361969	-73.28871000
7.23457336	-74.76083000
7.23552704	-75.91400000
7.23648071	-72.23405000
7.23743439	-70.55714000
7.23838806	-71.02416000
7.23934174	-72.54840000
7.24029541	-71.34521000
7.24124908	-72.31863000
7.24220276	-76.41502000
7.24315643	-82.52013000
7.24411011	-72.85551000
7.24506378	-69.39730000
7.24601746	-72.08955000
7.24697113	-79.93958000
7.24792480	-76.65183000
7.24887848	-72.77822000
7.24983215	-76.98407000
7.25078583	-88.46942000
7.25173950	-73.43575000
7.25269318	-75.79098000
7.25364685	-82.96635000
7.25460052	-77.88672000
7.25555420	-76.14961000
7.25650787	-75.35687000
7.25746155	-77.47239000
7.25841522	-78.28394000
7.25936890	-75.61776000
7.26032257	-80.65296000
7.26127625	-74.05541000
7.26222992	-70.84289000
7.26318359	-73.99657000
7.26413727	-88.74687000
7.26509094	-89.11941000
7.26604462	-84.15079000
7.26699829	-76.43533000
7.26795197	-79.24175000
7.26890564	-85.76595000
7.26985931	-81.74306000
7.27081299	-82.83380000
7.27176666	-75.29046000
7.27272034	-71.71416000
7.27367401	-84.56898000
7.27462769	-73.25330000
7.27558136	-75.60423000
7.27653503	-77.97501000
7.27748871	-71.10858000
7.27844238	-73.66238000
7.27939606	-71.61695000
7.28034973	-71.10469000
7.28130341	-74.38058000
7.28225708	-81.79427000
7.28321075	-81.53077000
7.28416443	-87.69707000
7.28511810	-77.71858000
7.28607178	-74.35004000
7.28702545	-76.08574000
7.28797913	-82.57584000
7.28893280	-78.77674000
7.28988647	-79.99267000
7.29084015	-71.46098000
7.29179382	-73.12897000
7.29274750	-75.96056000
7.29370117	-73.61248000
7.29465485	-72.93587000
7.29560852	-78.90311000
7.29656219	-97.41512000
7.29751587	-74.82810000
7.29846954	-71.82408000
7.29942322	-73.45565000
7.30037689	-70.81045000
7.30133057	-67.42731000
7.30228424	-69.28000000
7.30323792	-80.71758000
7.30419159	-77.29007000
7.30514526	-70.26964000
7.30609894	-72.70966000
7.30705261	-89.41826000
7.30800629	-78.25883000
7.30895996	-78.62594000
7.30991364	-70.31026000
7.31086731	-68.59946000
7.31182098	-79.54024000
7.31277466	-68.99919000
7.31372833	-70.49326000
7.31468201	-74.71099000
7.31563568	-77.42765000
7.31658936	-76.30204000
7.31754303	-72.63572000
7.31849670	-77.19157000
7.31945038	-100.79330000
7.32040405	-80.25097000
7.32135773	-76.88324000
7.32231140	-79.95619000
7.32326508	-87.17461000
7.32421875	-77.45981000
7.32517242	-76.88860000
7.32612610	-73.98260000
7.32707977	-69.54959000
7.32803345	-72.35480000
7.32898712	-82.23366000
7.32994080	-76.09496000
7.33089447	-85.37982000
7.33184814	-73.51259000
7.33280182	-76.74074000
7.33375549	-78.55323000
7.33470917	-74.19862000
7.33566284	-75.70901000
7.33661652	-85.57721000
7.33757019	-82.81540000
7.33852386	-73.23588000
7.33947754	-75.35492000
7.34043121	-81.14517000
7.34138489	-73.34502000
7.34233856	-75.08317000
7.34329224	-71.48077000
7.34424591	-72.73971000
7.34519958	-92.83802000
7.34615326	-74.51393000
7.34710693	-75.64816000
7.34806061	-79.79575000
7.34901428	-79.36635000
7.34996796	-76.66022000
7.35092163	-77.51848000
7.35187531	-71.31310000
7.35282898	-72.78165000
7.35378265	-73.59737000
7.35473633	-71.70927000
7.35569000	-73.25909000
7.35664368	-77.88605000
7.35759735	-86.89215000
7.35855103	-81.21487000
7.35950470	-75.02921000
7.36045837	-71.87783000
7.36141205	-70.86097000
7.36236572	-73.72046000
7.36331940	-77.18047000
7.36427307	-74.50426000
7.36522675	-72.33832000
7.36618042	-72.32215000
7.36713409	-74.05803000
7.36808777	-80.37220000
7.36904144	-74.99471000
7.36999512	-71.40394000
7.37094879	-70.33762000
7.37190247	-70.00881000
7.37285614	-78.30152000
7.37380981	-76.95075000
7.37476349	-75.06728000
7.37571716	-81.99184000
7.37667084	-78.38207000
7.37762451	-72.53551000
7.37857819	-71.22726000
7.37953186	-71.52451000
7.38048553	-73.04942000
7.38143921	-73.67721000
7.38239288	-75.03046000
7.38334656	-82.64637000
7.38430023	-80.65635000
7.38525391	-75.49791000
7.38620758	-80.58690000
7.38716125	-82.51793000
7.38811493	-72.61469000
7.38906860	-73.69662000
7.39002228	-89.94437000
7.39097595	-76.51910000
7.39192963	-80.34940000
7.39288330	-75.58940000
7.39383698	-77.28711000
7.39479065	-80.42035000
7.39574432	-74.07817000
7.39669800	-77.36275000
7.39765167	-79.63235000
7.39860535	-77.29597000
7.39955902	-82.28954000
7.40051270	-85.47858000
7.40146637	-72.60709000
7.40242004	-75.07497000
7.40337372	-77.56258000
7.40432739	-72.48622000
7.40528107	-80.65743000
7.40623474	-77.16071000
7.40718842	-74.39113000
7.40814209	-81.75483000
7.40909576	-80.21973000
7.41004944	-72.27650000
7.41100311	-73.05345000
7.41195679	-74.09044000
7.41291046	-70.12033000
7.41386414	-68.65104000
7.41481781	-71.27789000
7.41577148	-77.22013000
7.41672516	-71.53148000
7.41767883	-73.58412000
7.41863251	-87.43637000
7.41958618	-80.77999000
7.42053986	-83.66722000
7.42149353	-74.74541000
7.42244720	-78.46877000
7.42340088	-75.68092000
7.42435455	-76.87329000
7.42530823	-85.83939000
7.42626190	-75.08704000
7.42721558	-71.96615000
7.42816925	-69.94353000
7.42912292	-71.98180000
7.43007660	-76.94164000
7.43103027	-75.75540000
7.43198395	-70.93573000
7.43293762	-69.79234000
7.43389130	-70.68853000
7.43484497	-75.43303000
7.43579865	-72.31731000
7.43675232	-67.35909000
7.43770599	-65.96455000
7.43865967	-67.67068000
7.43961334	-70.71333000
7.44056702	-72.22873000
7.44152069	-78.49367000
7.44247437	-84.50333000
7.44342804	-85.47565000
7.44438171	-78.92930000
7.44533539	-73.48730000
7.44628906	-74.97588000
7.44724274	-74.76701000
7.44819641	-72.32176000
7.44915009	-73.93120000
7.45010376	-75.04308000
7.45105743	-77.61675000
7.45201111	-89.67365000
7.45296478	-83.98997000
7.45391846	-83.92079000
7.45487213	-80.17220000
7.45582581	-79.11340000
7.45677948	-79.39154000
7.45773315	-85.35313000
7.45868683	-86.34982000
7.45964050	-77.75775000
7.46059418	-78.46671000
7.46154785	-85.90610000
7.46250153	-74.22652000
7.46345520	-75.21741000
7.46440887	-83.90155000
7.46536255	-78.83031000
7.46631622	-69.17840000
7.46726990	-68.26297000
7.46822357	-73.06371000
7.46917725	-77.61174000
7.47013092	-76.92242000
7.47108459	-76.37882000
7.47203827	-76.62953000
7.47299194	-76.05885000
7.47394562	-71.58324000
7.47489929	-73.60623000
7.47585297	-80.75242000
7.47680664	-82.00450000
7.47776031	-73.10569000
7.47871399	-71.43626000
7.47966766	-77.52236000
7.48062134	-78.38592000
7.48157501	-84.62615000
7.48252869	-85.70676000
7.48348236	-77.57335000
7.48443604	-69.95866000
7.48538971	-71.75226000
7.48634338	-76.28560000
7.48729706	-74.14672000
7.48825073	-72.79265000
7.48920441	-80.58587000
7.49015808	-92.51852000
7.49111176	-76.26011000
7.49206543	-69.78101000
7.49301910	-70.90910000
7.49397278	-72.64456000
7.49492645	-69.27583000
7.49588013	-69.07047000
7.49683380	-75.50214000
7.49778748	-75.88106000
7.49874115	-74.64719000
7.49969482	-72.63576000
7.50064850	-73.46597000
7.50160217	-81.06938000
7.50255585	-77.33694000
7.50350952	-72.94793000
7.50446320	-71.51200000
7.50541687	-75.70872000
7.50637054	-76.41925000
7.50732422	-73.41399000
7.50827789	-79.55310000
7.50923157	-80.04287000
7.51018524	-78.73765000
7.51113892	-83.29529000
7.51209259	-75.18738000
7.51304626	-76.06265000
7.51399994	-81.24942000
7.51495361	-80.70750000
7.51590729	-81.99547000
7.51686096	-83.55977000
7.51781464	-73.67976000
7.51876831	-74.77218000
7.51972198	-78.53031000
7.52067566	-74.83279000
7.52162933	-72.97971000
7.52258301	-76.36038000
7.52353668	-80.22696000
7.52449036	-75.99783000
7.52544403	-81.97311000
7.52639771	-81.26782000
7.52735138	-80.22701000
7.52830505	-83.98335000
7.52925873	-91.89796000
7.53021240	-76.76522000
7.53116608	-74.91566000
7.53211975	-76.21306000
7.53307343	-82.65349000
7.53402710	-76.80269000
7.53498077	-73.52205000
7.53593445	-75.29985000
7.53688812	-75.57099000
7.53784180	-77.88194000
7.53879547	-82.74692000
7.53974915	-80.65118000
7.54070282	-75.76796000
7.54165649	-68.76324000
7.54261017	-69.89356000
7.54356384	-70.36324000
7.54451752	-70.09821000
7.54547119	-70.31762000
7.54642487	-74.78787000
7.54737854	-84.30397000
7.54833221	-86.05407000
7.54928589	-76.16109000
7.55023956	-75.59127000
7.55119324	-79.33783000
7.55214691	-73.26299000
7.55310059	-68.39712000
7.55405426	-70.96045000
7.55500793	-84.25600000
7.55596161	-75.16851000
7.55691528	-81.06487000
7.55786896	-84.77145000
7.55882263	-80.37129000
7.55977631	-77.02837000
7.56072998	-82.08104000
7.56168365	-77.34322000
7.56263733	-74.27406000
7.56359100	-76.01987000
7.56454468	-70.49308000
7.56549835	-67.99072000
7.56645203	-69.83857000
7.56740570	-71.38483000
7.56835938	-69.92554000
7.56931305	-72.07009000
7.57026672	-76.40879000
7.57122040	-69.27829000
7.57217407	-68.99677000
7.57312775	-76.02686000
7.57408142	-79.36954000
7.57503510	-71.80756000
7.57598877	-75.90314000
7.57694244	-74.51812000
7.57789612	-79.67339000
7.57884979	-81.81270000
7.57980347	-76.90453000
7.58075714	-75.29780000
7.58171082	-74.07454000
7.58266449	-81.01732000
7.58361816	-77.30620000
7.58457184	-88.34450000
7.58552551	-83.89896000
7.58647919	-77.83736000
7.58743286	-70.88586000
7.58838654	-71.07138000
7.58934021	-78.38185000
7.59029388	-78.75583000
7.59124756	-79.15291000
7.59220123	-78.26625000
7.59315491	-91.36745000
7.59410858	-82.45969000
7.59506226	-77.86446000
7.59601593	-78.39255000
7.59696960	-76.44187000
7.59792328	-70.88335000
7.59887695	-78.51495000
7.59983063	-78.30492000
7.60078430	-72.56318000
7.60173798	-67.43882000
7.60269165	-68.31712000
7.60364532	-74.11607000
7.60459900	-81.26327000
7.60555267	-78.62198000
7.60650635	-72.38143000
7.60746002	-74.85174000
7.60841370	-85.66479000
7.60936737	-77.77263000
7.61032104	-77.65797000
7.61127472	-85.83261000
7.61222839	-79.94118000
7.61318207	-78.08041000
7.61413574	-76.32518000
7.61508942	-75.68803000
7.61604309	-73.03604000
7.61699677	-70.41085000
7.61795044	-73.54507000
7.61890411	-78.54028000
7.61985779	-93.85635000
7.62081146	-81.25690000
7.62176514	-80.60932000
7.62271881	-72.75731000
7.62367249	-74.31506000
7.62462616	-77.54757000
7.62557983	-74.80388000
7.62653351	-78.54796000
7.62748718	-80.89734000
7.62844086	-77.44247000
7.62939453	-74.34669000
7.63034821	-78.28665000
7.63130188	-87.06178000
7.63225555	-75.73344000
7.63320923	-70.16489000
7.63416290	-76.40416000
7.63511658	-76.75996000
7.63607025	-74.14740000
7.63702393	-75.40267000
7.63797760	-79.21606000
7.63893127	-80.17246000
7.63988495	-79.30038000
7.64083862	-77.20841000
7.64179230	-76.20268000
7.64274597	-77.73790000
7.64369965	-78.09784000
7.64465332	-72.98485000
7.64560699	-78.10532000
7.64656067	-78.14886000
7.64751434	-75.12929000
7.64846802	-73.11065000
7.64942169	-70.78643000
7.65037537	-71.01981000
7.65132904	-72.43008000
7.65228271	-72.52213000
7.65323639	-74.63462000
7.65419006	-86.74771000
7.65514374	-75.93899000
7.65609741	-77.99623000
7.65705109	-84.75972000
7.65800476	-75.83914000
7.65895844	-73.29223000
7.65991211	-77.37444000
7.66086578	-71.27999000
7.66181946	-67.81233000
7.66277313	-67.20359000
7.66372681	-68.96727000
7.66468048	-74.59840000
7.66563416	-80.15045000
7.66658783	-71.13750000
7.66754150	-69.93736000
7.66849518	-71.84265000
7.66944885	-74.22642000
7.67040253	-71.76940000
7.67135620	-70.02325000
7.67230988	-71.89239000
7.67326355	-81.22000000
7.67421722	-77.38583000
7.67517090	-74.21571000
7.67612457	-74.20928000
7.67707825	-71.46348000
7.67803192	-70.22258000
7.67898560	-71.20370000
7.67993927	-83.08083000
7.68089294	-73.56541000
7.68184662	-70.12778000
7.68280029	-73.98362000
7.68375397	-85.59704000
7.68470764	-81.72858000
7.68566132	-76.91000000
7.68661499	-78.49834000
7.68756866	-91.11546000
7.68852234	-81.12170000
7.68947601	-82.39503000
7.69042969	-82.13301000
7.69138336	-76.13580000
7.69233704	-73.61967000
7.69329071	-73.08808000
7.69424438	-82.82108000
7.69519806	-78.84851000
7.69615173	-84.55893000
7.69710541	-71.67586000
7.69805908	-73.09683000
7.69901276	-76.50498000
7.69996643	-75.12321000
7.70092010	-78.49937000
7.70187378	-74.84544000
7.70282745	-77.51476000
7.70378113	-76.09694000
7.70473480	-75.55418000
7.70568848	-76.50966000
7.70664215	-74.00681000
7.70759583	-72.07648000
7.70854950	-75.47915000
7.70950317	-81.22334000
7.71045685	-85.49243000
7.71141052	-71.64550000
7.71236420	-69.48891000
7.71331787	-76.34302000
7.71427155	-79.43842000
7.71522522	-73.45702000
7.71617889	-74.01525000
7.71713257	-71.07130000
7.71808624	-71.94312000
7.71903992	-89.61526000
7.71999359	-82.93327000
7.72094727	-91.01998000
7.72190094	-77.06653000
7.72285461	-70.85115000
7.72380829	-69.71051000
7.72476196	-75.81166000
7.72571564	-80.47968000
7.72666931	-86.93099000
7.72762299	-78.81151000
7.72857666	-80.82912000
7.72953033	-78.89585000
7.73048401	-82.22015000
7.73143768	-86.57769000
7.73239136	-79.38235000
7.73334503	-80.76251000
7.73429871	-78.34317000
7.73525238	-83.76008000
7.73620605	-89.21964000
7.73715973	-87.82416000
7.73811340	-83.21405000
7.73906708	-76.79561000
7.74002075	-73.19197000
7.74097443	-71.94023000
7.74192810	-77.83652000
7.74288177	-77.27667000
7.74383545	-72.92889000
7.74478912	-71.74361000
7.74574280	-72.40184000
7.74669647	-76.71260000
7.74765015	-73.53411000
7.74860382	-69.31896000
7.74955750	-67.92604000
7.75051117	-68.77406000
7.75146484	-70.79793000
7.75241852	-68.70361000
7.75337219	-67.83562000
7.75432587	-71.00048000
7.75527954	-74.08597000
7.75623322	-71.79649000
7.75718689	-67.20448000
7.75814056	-67.54987000
7.75909424	-73.93575000
7.76004791	-88.36504000
7.76100159	-78.82938000
7.76195526	-84.11711000
7.76290894	-74.76226000
7.76386261	-72.39716000
7.76481628	-74.42136000
7.76576996	-77.85771000
7.76672363	-81.80001000
7.76767731	-75.23067000
7.76863098	-77.59421000
7.76958466	-69.50492000
7.77053833	-75.06500000
7.77149200	-76.45412000
7.77244568	-73.59726000
7.77339935	-83.03696000
7.77435303	-74.66210000
7.77530670	-70.23097000
7.77626038	-71.21277000
7.77721405	-77.59630000
7.77816772	-76.17129000
7.77912140	-82.47353000
7.78007507	-83.61940000
7.78102875	-75.84726000
7.78198242	-73.25476000
7.78293610	-72.50656000
7.78388977	-72.28352000
7.78484344	-75.22881000
7.78579712	-81.61279000
7.78675079	-76.47784000
7.78770447	-71.52306000
7.78865814	-80.01248000
7.78961182	-76.17934000
7.79056549	-76.61727000
7.79151917	-73.03876000
7.79247284	-67.86733000
7.79342651	-72.58004000
7.79438019	-83.00468000
7.79533386	-70.11501000
7.79628754	-66.52808000
7.79724121	-66.39305000
7.79819489	-67.26772000
7.79914856	-69.06949000
7.80010223	-73.48281000
7.80105591	-79.60369000
7.80200958	-81.45518000
7.80296326	-85.40984000
7.80391693	-83.24848000
7.80487061	-78.08549000
7.80582428	-81.21761000
7.80677795	-78.99431000
7.80773163	-79.24924000
7.80868530	-81.35048000
7.80963898	-81.46291000
7.81059265	-86.91766000
7.81154633	-76.00974000
7.81250000	-73.13654000
7.81345367	-79.38976000
7.81440735	-77.68042000
7.81536102	-76.11423000
7.81631470	-73.65791000
7.81726837	-74.79634000
7.81822205	-84.29762000
7.81917572	-70.72334000
7.82012939	-68.16740000
7.82108307	-73.74973000
7.82203674	-86.42274000
7.82299042	-77.26550000
7.82394409	-75.42690000
7.82489777	-78.84500000
7.82585144	-84.51395000
7.82680511	-75.38940000
7.82775879	-77.51423000
7.82871246	-81.25858000
7.82966614	-72.03220000
7.83061981	-72.43617000
7.83157349	-74.48525000
7.83252716	-75.00130000
7.83348083	-75.02921000
7.83443451	-68.80185000
7.83538818	-70.18922000
7.83634186	-76.92603000
7.83729553	-84.71901000
7.83824921	-79.57799000
7.83920288	-83.33330000
7.84015656	-78.32532000
7.84111023	-76.06886000
7.84206390	-81.56033000
7.84301758	-80.71170000
7.84397125	-78.94585000
7.84492493	-75.04749000
7.84587860	-71.13768000
7.84683228	-73.57648000
7.84778595	-78.30482000
7.84873962	-77.24458000
7.84969330	-76.53349000
7.85064697	-75.49524000
7.85160065	-76.30757000
7.85255432	-89.04831000
7.85350800	-85.45831000
7.85446167	-85.45343000
7.85541534	-81.21779000
7.85636902	-81.10536000
7.85732269	-93.23987000
7.85827637	-83.05093000
7.85923004	-88.62351000
7.86018372	-84.41299000
7.86113739	-82.17584000
7.86209106	-82.75594000
7.86304474	-80.72462000
7.86399841	-79.14832000
7.86495209	-79.96397000
7.86590576	-79.43559000
7.86685944	-77.00105000
7.86781311	-82.22697000
7.86876678	-80.58107000
7.86972046	-72.09097000
7.87067413	-68.78728000
7.87162781	-70.67229000
7.87258148	-76.39258000
7.87353516	-82.15999000
7.87448883	-81.34255000
7.87544250	-78.23827000
7.87639618	-71.12010000
7.87734985	-69.60122000
7.87830353	-74.91288000
7.87925720	-81.77145000
7.88021088	-70.79307000
7.88116455	-68.92110000
7.88211823	-70.01622000
7.88307190	-73.54587000
7.88402557	-82.73563000
7.88497925	-76.82203000
7.88593292	-78.16444000
7.88688660	-75.17447000
7.88784027	-75.27829000
7.88879395	-80.03951000
7.88974762	-75.50910000
7.89070129	-74.29963000
7.89165497	-83.67612000
7.89260864	-79.25848000
7.89356232	-80.54443000
7.89451599	-81.35527000
7.89546967	-76.19003000
7.89642334	-79.35742000
7.89737701	-79.34048000
7.89833069	-79.25651000
7.89928436	-76.68768000
7.90023804	-73.69278000
7.90119171	-74.43513000
7.90214539	-69.56908000
7.90309906	-78.35112000
7.90405273	-79.04537000
7.90500641	-84.16338000
7.90596008	-79.24762000
7.90691376	-79.61426000
7.90786743	-72.91836000
7.90882111	-74.10913000
7.90977478	-77.04066000
7.91072845	-67.56673000
7.91168213	-67.32983000
7.91263580	-68.48666000
7.91358948	-68.71568000
7.91454315	-73.90417000
7.91549683	-74.00731000
7.91645050	-70.93729000
7.91740417	-71.77623000
7.91835785	-71.16177000
7.91931152	-70.83647000
7.92026520	-74.72182000
7.92121887	-82.69889000
7.92217255	-81.06609000
7.92312622	-74.35649000
7.92407990	-68.43696000
7.92503357	-69.54282000
7.92598724	-76.14184000
7.92694092	-78.40479000
7.92789459	-71.96053000
7.92884827	-67.55126000
7.92980194	-67.77709000
7.93075562	-73.56132000
7.93170929	-72.94828000
7.93266296	-69.61823000
7.93361664	-73.22588000
7.93457031	-79.11524000
7.93552399	-81.82352000
7.93647766	-81.96249000
7.93743134	-75.35622000
7.93838501	-73.72853000
7.93933868	-77.18681000
7.94029236	-76.54829000
7.94124603	-74.21088000
7.94219971	-96.54755000
7.94315338	-72.38479000
7.94410706	-70.41598000
7.94506073	-71.84067000
7.94601440	-76.02126000
7.94696808	-83.16156000
7.94792175	-73.10362000
7.94887543	-75.60609000
7.94982910	-80.82881000
7.95078278	-74.52060000
7.95173645	-77.60219000
7.95269012	-89.41071000
7.95364380	-83.41256000
7.95459747	-78.74508000
7.95555115	-73.82933000
7.95650482	-72.25188000
7.95745850	-74.82059000
7.95841217	-74.23705000
7.95936584	-72.46954000
7.96031952	-72.72241000
7.96127319	-75.07340000
7.96222687	-77.12276000
7.96318054	-73.45611000
7.96413422	-84.82903000
7.96508789	-75.81725000
7.96604156	-78.49371000
7.96699524	-79.80830000
7.96794891	-79.21165000
7.96890259	-71.37338000
7.96985626	-69.11374000
7.97080994	-72.79269000
7.97176361	-75.01913000
7.97271729	-75.92989000
7.97367096	-87.25993000
7.97462463	-80.84656000
7.97557831	-76.59213000
7.97653198	-84.60936000
7.97748566	-75.20504000
7.97843933	-72.20487000
7.97939301	-83.33736000
7.98034668	-75.31779000
7.98130035	-72.44984000
7.98225403	-70.49419000
7.98320770	-68.61253000
7.98416138	-71.46233000
7.98511505	-96.80998000
7.98606873	-73.25525000
7.98702240	-70.86681000
7.98797607	-72.27586000
7.98892975	-70.85054000
7.98988342	-70.26332000
7.99083710	-75.14037000
7.99179077	-81.48093000
7.99274445	-73.94597000
7.99369812	-72.47826000
7.99465179	-75.37640000
7.99560547	-78.23435000
7.99655914	-80.92002000
7.99751282	-82.37572000
7.99846649	-83.58900000
7.99942017	-80.34008000
8.00037384	-81.26767000
8.00132751	-83.65437000
8.00228119	-80.35245000
8.00323486	-72.97704000
8.00418854	-79.05007000
8.00514221	-72.86501000
8.00609589	-68.81358000
8.00704956	-73.65462000
8.00800323	-78.45985000
8.00895691	-74.78443000
8.00991058	-72.91399000
8.01086426	-73.72559000
8.01181793	-75.37910000
8.01277161	-75.37246000
8.01372528	-80.91157000
8.01467896	-78.23920000
8.01563263	-74.74931000
8.01658630	-78.23586000
8.01753998	-84.83949000
8.01849365	-81.61641000
8.01944733	-78.62697000
8.02040100	-76.73331000
8.02135468	-74.57973000
8.02230835	-72.45177000
8.02326202	-71.92425000
8.02421570	-72.17764000
8.02516937	-78.55338000
8.02612305	-82.15181000
8.02707672	-73.15839000
8.02803040	-72.37846000
8.02898407	-75.75179000
8.02993774	-77.21665000
8.03089142	-83.57571000
8.03184509	-86.45934000
8.03279877	-81.12227000
8.03375244	-85.57202000
8.03470612	-79.21508000
8.03565979	-83.05991000
8.03661346	-82.22003000
8.03756714	-76.97457000
8.03852081	-75.31665000
8.03947449	-74.89651000
8.04042816	-73.39531000
8.04138184	-71.51922000
8.04233551	-76.92255000
8.04328918	-83.39919000
8.04424286	-97.33846000
8.04519653	-87.92122000
8.04615021	-82.91568000
8.04710388	-75.10782000
8.04805756	-75.48042000
8.04901123	-76.31800000
8.04996490	-72.32554000
8.05091858	-74.51331000
8.05187225	-82.72861000
8.05282593	-95.69497000
8.05377960	-74.11189000
8.05473328	-67.71567000
8.05568695	-68.74208000
8.05664063	-77.17427000
8.05759430	-79.63270000
8.05854797	-71.78961000
8.05950165	-69.31506000
8.06045532	-69.22939000
8.06140900	-78.47264000
8.06236267	-72.48504000
8.06331635	-70.83575000
8.06427002	-71.65420000
8.06522369	-69.69949000
8.06617737	-70.40773000
8.06713104	-78.25479000
8.06808472	-79.56338000
8.06903839	-81.71759000
8.06999207	-81.24020000
8.07094574	-77.24789000
8.07189941	-77.21284000
8.07285309	-80.95148000
8.07380676	-74.07283000
8.07476044	-71.69228000
8.07571411	-74.94398000
8.07666779	-74.80611000
8.07762146	-80.67697000
8.07857513	-80.39268000
8.07952881	-85.02334000
8.08048248	-71.46730000
8.08143616	-69.77378000
8.08238983	-77.95348000
8.08334351	-84.06657000
8.08429718	-79.93384000
8.08525085	-81.39540000
8.08620453	-81.87579000
8.08715820	-81.14513000
8.08811188	-74.45808000
8.08906555	-77.03557000
8.09001923	-69.69804000
8.09097290	-68.78139000
8.09192657	-71.41115000
8.09288025	-69.68677000
8.09383392	-71.95998000
8.09478760	-79.40629000
8.09574127	-74.90792000
8.09669495	-70.33655000
8.09764862	-69.11505000
8.09860229	-73.55022000
8.09955597	-81.17614000
8.10050964	-77.30463000
8.10146332	-72.10466000
8.10241699	-72.42074000
8.10337067	-77.04278000
8.10432434	-90.13208000
8.10527802	-77.49941000
8.10623169	-77.25365000
8.10718536	-74.47689000
8.10813904	-76.95116000
8.10909271	-85.80125000
8.11004639	-82.87185000
8.11100006	-79.82324000
8.11195374	-87.95850000
8.11290741	-80.88565000
8.11386108	-79.93661000
8.11481476	-92.21801000
8.11576843	-84.52301000
