1.955592957e+02;2.704090730e-04
1.957609406e+02;-2.059078106e-04
1.959626160e+02;-1.307390630e-03
1.961643066e+02;-2.111175330e-03
1.963660126e+02;-2.952172363e-04
1.965677338e+02;-4.440662451e-04
1.967694702e+02;3.001788573e-04
1.969712372e+02;-2.676801523e-03
1.971730042e+02;-1.165983995e-04
1.973748016e+02;-6.524549099e-04
1.975765991e+02;-1.307390630e-03
1.977784271e+02;-2.356776240e-04
1.979802704e+02;-8.310737321e-04
1.981821289e+02;6.871863152e-04
1.983840027e+02;-5.705879448e-05
1.985858917e+02;9.179022891e-05
1.987878113e+02;1.014654175e-03
1.989897308e+02;-2.728898835e-05
1.991916809e+02;6.574165309e-04
1.993936310e+02;-2.728898835e-05
1.995956116e+02;-1.426469767e-03
1.997976074e+02;-1.843247097e-03
1.999996185e+02;-5.929152831e-04
2.002016449e+02;-2.728898835e-05
2.004036865e+02;-5.333756562e-04
2.006057587e+02;-2.952172363e-04
2.008078308e+02;-1.188311377e-03
2.010099335e+02;-1.277620788e-03
2.012120361e+02;-6.524549099e-04
2.014141693e+02;-5.036058719e-04
2.016163177e+02;1.312352251e-03
2.018184814e+02;3.894882684e-04
2.020206604e+02;2.704090730e-04
2.022228546e+02;-1.843247097e-03
2.024250793e+02;1.193272998e-03
2.026273041e+02;-2.728898835e-05
2.028295441e+02;2.704090730e-04
2.030318146e+02;-7.119944785e-04
2.032341003e+02;2.480817102e-06
2.034364014e+02;-8.608435164e-04
2.036387024e+02;2.108694462e-04
2.038410339e+02;1.215600350e-04
2.040433960e+02;-5.036058719e-04
2.042457581e+02;-4.440662451e-04
2.044481354e+02;9.253447643e-04
2.046505432e+02;-2.021865919e-03
2.048529510e+02;4.787977086e-04
2.050553894e+02;2.704090730e-04
2.052578278e+02;1.312352251e-03
2.054602966e+02;-2.051635645e-03
2.056627808e+02;8.360353531e-04
2.058652802e+02;2.480817102e-06
2.060677948e+02;7.169561577e-04
2.062703400e+02;-1.463682129e-04
2.064728851e+02;1.223042840e-03
2.066754608e+02;-1.843247097e-03
2.068780365e+02;-5.036058719e-04
2.070806427e+02;-4.440662451e-04
2.072832489e+02;-8.608435164e-04
2.074858856e+02;-1.396700041e-03
2.076885376e+02;-4.738360585e-04
2.078912048e+02;-6.524549099e-04
2.080938873e+02;9.179022891e-05
2.082966003e+02;3.597184841e-04
2.084993134e+02;3.001788573e-04
2.087020569e+02;1.513298484e-04
2.089048004e+02;-5.333756562e-04
2.091075745e+02;-1.463682129e-04
2.093103485e+02;3.664166899e-03
2.095131531e+02;5.383373355e-04
2.097159729e+02;8.658051374e-04
2.099188080e+02;-3.845266474e-04
2.101216583e+02;5.383373355e-04
2.103245392e+02;3.001788573e-04
2.105274200e+02;8.658051374e-04
2.107303162e+02;-1.456239610e-03
2.109332428e+02;1.639820053e-03
2.111361847e+02;-1.165983995e-04
2.113391266e+02;1.810996473e-04
2.115420990e+02;6.202043005e-05
2.117450867e+02;1.282582409e-03
2.119480896e+02;-1.694398117e-03
2.121511078e+02;1.044424018e-03
2.123541412e+02;-6.524549099e-04
2.125571899e+02;1.133733429e-03
2.127602692e+02;1.810996473e-04
