1.955592957e+02;1.705012983e-03
1.957609406e+02;-1.982573158e-04
1.959626160e+02;1.705012983e-03
1.961643066e+02;1.050763763e-03
1.963660126e+02;-2.874731144e-04
1.965677338e+02;1.883444493e-04
1.967694702e+02;5.749462289e-04
1.969712372e+02;1.496842713e-03
1.971730042e+02;5.452076439e-04
1.973748016e+02;1.229195390e-03
1.975765991e+02;2.418739256e-03
1.977784271e+02;9.020707803e-04
1.979802704e+02;1.942921663e-03
1.981821289e+02;3.370374325e-04
1.983840027e+02;1.229195390e-03
1.985858917e+02;3.667760466e-04
1.987878113e+02;1.407627016e-03
1.989897308e+02;9.020707803e-04
1.991916809e+02;9.020707803e-04
1.993936310e+02;1.615797170e-03
1.995956116e+02;2.240307629e-03
1.997976074e+02;-2.428652253e-03
1.999996185e+02;3.667760466e-04
2.002016449e+02;1.496842713e-03
2.004036865e+02;1.258933917e-03
2.006057587e+02;-4.064275126e-04
2.008078308e+02;-4.956432895e-05
2.010099335e+02;1.853705966e-03
2.012120361e+02;6.344233989e-04
2.014141693e+02;6.344233989e-04
2.016163177e+02;1.645535696e-03
2.018184814e+02;8.128550253e-04
2.020206604e+02;1.913183136e-03
2.022228546e+02;-8.227678481e-04
2.024250793e+02;-7.335520932e-04
2.026273041e+02;-5.551204667e-04
2.028295441e+02;-1.387801254e-03
2.030318146e+02;-2.131266287e-03
2.032341003e+02;9.318094235e-04
2.034364014e+02;-4.064275126e-04
2.036387024e+02;-6.740748649e-04
2.038410339e+02;5.154690007e-04
2.040433960e+02;1.318411203e-03
2.042457581e+02;1.199456747e-03
2.044481354e+02;2.656648168e-03
2.046505432e+02;1.586058497e-04
2.048529510e+02;-4.064275126e-04
2.050553894e+02;2.775602334e-04
2.052578278e+02;2.448477782e-03
2.054602966e+02;9.912865935e-04
2.056627808e+02;1.942921663e-03
2.058652802e+02;7.236392121e-04
2.060677948e+02;1.586058526e-03
2.062703400e+02;2.180830576e-03
2.064728851e+02;1.942921663e-03
2.066754608e+02;3.965146243e-05
2.068780365e+02;2.091614762e-03
2.070806427e+02;2.299784916e-03
2.072832489e+02;-3.766888985e-04
2.074858856e+02;2.180830488e-04
2.076885376e+02;9.912865935e-04
2.078912048e+02;1.496842713e-03
2.080938873e+02;2.002398949e-03
2.082966003e+02;-1.982573158e-04
2.084993134e+02;2.894556848e-03
2.087020569e+02;-9.417222464e-04
2.089048004e+02;1.496842713e-03
2.091075745e+02;1.407627016e-03
2.093103485e+02;2.299784916e-03
2.095131531e+02;3.965146243e-05
2.097159729e+02;1.169718220e-03
2.099188080e+02;1.556320000e-03
2.101216583e+02;3.965146243e-05
2.103245392e+02;6.641620421e-04
2.105274200e+02;5.452076439e-04
2.107303162e+02;1.586058497e-04
2.109332428e+02;-2.577345003e-04
2.111361847e+02;1.437365543e-03
2.113391266e+02;5.154690007e-04
2.115420990e+02;-4.064275126e-04
2.117450867e+02;1.050763763e-03
2.119480896e+02;-1.090415244e-04
2.121511078e+02;2.478216484e-04
2.123541412e+02;-4.956432967e-04
2.125571899e+02;2.775602508e-03
2.127602692e+02;-1.120153815e-03
2.129633484e+02;2.418739256e-03
2.131664581e+02;3.072988475e-04
2.133695831e+02;-1.982573121e-05
2.135727081e+02;2.299784916e-03
2.137758636e+02;1.794228680e-03
2.139790344e+02;2.210569102e-03
2.141822205e+02;2.180830488e-04
2.143854218e+02;4.857304157e-04
2.145886383e+02;3.043249948e-03
2.147918854e+02;-1.387801254e-03
2.149951324e+02;1.021025237e-03
2.151984100e+02;-3.766888985e-04
2.154016876e+02;1.050763763e-03
2.156049957e+02;9.615480085e-04
2.158083191e+02;1.229195390e-03
2.160116425e+02;6.641620421e-04
2.162149963e+02;1.823967323e-03
2.164183655e+02;-1.090415244e-04
2.166217499e+02;-7.632906782e-04
2.168251648e+02;-2.577345003e-04
2.170285797e+02;3.875930561e-03
2.172320099e+02;2.270046389e-03
2.174354706e+02;2.151091816e-03
2.176389313e+02;1.586058526e-03
2.178424225e+02;1.229195390e-03
2.180459290e+02;-1.982573121e-05
2.182494507e+02;1.139979577e-03
2.184529724e+02;4.857304157e-04
2.186565247e+02;7.533777971e-04
2.188601074e+02;9.020707803e-04
2.190636902e+02;1.734751510e-03
2.192672882e+02;-1.239108271e-03
2.194709015e+02;3.251420101e-03
2.196745453e+02;7.236392121e-04
2.198781891e+02;1.110240933e-03
2.200818634e+02;-7.930292486e-05
2.202855530e+02;1.377888373e-03
2.204892426e+02;1.437365543e-03
2.206929626e+02;1.258933917e-03
2.208966980e+02;7.831163821e-04
2.211004486e+02;2.091614762e-03
2.213042145e+02;-9.714608314e-04
2.215079956e+02;9.912865935e-04
2.217118073e+02;-3.469503135e-04
