,time,y_fit
0,0.025,5.6547241660241205
1,0.027272727272727275,5.1066424868997125
2,0.02954545454545455,4.617917225108876
3,0.03181818181818182,4.182120170381371
4,0.03409090909090909,3.793519277901927
5,0.03636363636363636,3.447003274643844
6,0.038636363636363635,3.138014430722678
7,0.04090909090909091,2.8624886115107167
8,0.04318181818181818,2.616801822016818
9,0.045454545454545456,2.3977225404291165
10,0.04772727272727273,2.2023692138629953
11,0.05,2.0281723572553014
12,0.052272727272727276,1.8728407568910215
13,0.05454545454545455,1.7343313340369308
14,0.056818181818181816,1.6108222722981647
15,0.05909090909090909,1.5006890552414454
16,0.06136363636363636,1.402483099107497
17,0.06363636363636363,1.3149126995684006
18,0.06590909090909092,1.2368260419223256
19,0.06818181818181818,1.167196051258495
20,0.07045454545454546,1.105106883326373
21,0.07272727272727272,1.0497418784233112
22,0.075,1.0003728198579396
23,0.07727272727272727,0.9563503557057458
24,0.07954545454545454,0.9170954578740393
25,0.08181818181818182,0.8820918061372722
26,0.08409090909090909,0.8508789969698201
27,0.08636363636363636,0.8230464878519084
28,0.08863636363636362,0.7982281973980512
29,0.09090909090909091,0.7760976902834186
30,0.09318181818181817,0.7563638836353994
31,0.09545454545454546,0.7387672184164662
32,0.09772727272727272,0.7230762454404898
33,0.1,0.7090845811183251
34,0.10227272727272727,0.6966081928915491
35,0.10454545454545455,0.6854829786496199
36,0.10681818181818181,0.6755626082925006
37,0.1090909090909091,0.6667165990487859
38,0.11136363636363636,0.6588285992339676
39,0.11363636363636365,0.6517948578750848
40,0.1159090909090909,0.6455228600727124
41,0.11818181818181817,0.6399301101511805
42,0.12045454545454545,0.6349430465917891
43,0.12272727272727271,0.6304960744771131
44,0.125,0.6265307027201266
45,0.12727272727272726,0.6229947747301101
46,0.12954545454545455,0.6198417823962757
47,0.1318181818181818,0.6170302543659292
48,0.1340909090909091,0.6145232105711821
49,0.13636363636363635,0.612287675829597
50,0.13863636363636364,0.6102942461211471
51,0.1409090909090909,0.6085167018367256
52,0.1431818181818182,0.6069316629112563
53,0.14545454545454545,0.6055182813053683
54,0.14772727272727273,0.6042579667908392
55,0.15,0.603134142433061
56,0.15227272727272725,0.6021320265543847
57,0.15454545454545454,0.6012384383105062
58,0.1568181818181818,0.600441624322634
59,0.1590909090909091,0.599731104085133
60,0.16136363636363635,0.5990975321152852
61,0.16363636363636364,0.5985325750320236
62,0.1659090909090909,0.5980288019468538
63,0.16818181818181818,0.5975795867252719
64,0.17045454545454544,0.5971790208331247
65,0.1727272727272727,0.5968218356215758
66,0.175,0.5965033330284935
67,0.17727272727272725,0.5962193237847728
68,0.17954545454545454,0.5959660723128205
69,0.1818181818181818,0.5957402475924494
70,0.18409090909090908,0.5955388793479232
71,0.18636363636363634,0.595359318979878
72,0.18863636363636363,0.595199204728257
73,0.1909090909090909,0.5950564306080476
74,0.19318181818181818,0.5949291187092304
75,0.19545454545454544,0.594815594496602
76,0.19772727272727272,0.5947143647845909
77,0.19999999999999998,0.5946240980973653
78,0.20227272727272727,0.5945436071559131
79,0.20454545454545453,0.594471833261745
80,0.20681818181818182,0.5944078323718173
81,0.20909090909090908,0.5943507626815208
82,0.21136363636363634,0.5942998735524132
83,0.21363636363636362,0.5942544956390606
84,0.21590909090909088,0.594214032085128
85,0.21818181818181817,0.594177950672919
86,0.22045454545454543,0.5941457768231092
87,0.22272727272727272,0.5941170873525978
88,0.22499999999999998,0.5940915049083739
89,0.22727272727272727,0.5940686930041873
90,0.22954545454545452,0.5940483515947402
91,0.2318181818181818,0.5940302131291869
92,0.23409090909090907,0.5940140390320338
93,0.23636363636363636,0.5939996165651524
94,0.23863636363636362,0.5939867560296325
95,0.2409090909090909,0.5939752882706685
96,0.24318181818181817,0.5939650624526648
97,0.24545454545454543,0.5939559440752931
98,0.2477272727272727,0.5939478132044066
99,0.25,0.5939405628945461
