,time,y_fit
0,0.05,11.437032217791467
1,0.0595959595959596,10.825397805666332
2,0.0691919191919192,10.247542205915519
3,0.0787878787878788,9.70159991172188
4,0.08838383838383838,9.185808442853288
5,0.09797979797979797,8.698502655800162
6,0.10757575757575757,8.238109368147772
7,0.11717171717171716,7.8031422798290215
8,0.12676767676767675,7.392197174861852
9,0.13636363636363635,7.003947388080915
10,0.14595959595959596,6.637139522228652
11,0.15555555555555556,6.290589401579111
12,0.16515151515151516,5.963178249031523
13,0.17474747474747476,5.653849074332006
14,0.1843434343434343,5.361603261763428
15,0.1939393939393939,5.0854973462873545
16,0.2035353535353535,4.8246399677304215
17,0.21313131313131312,4.57818899318224
18,0.22272727272727272,4.345348798315024
19,0.23232323232323232,4.125367698848102
20,0.24191919191919192,3.9175355238652867
21,0.2515151515151515,3.7211813231509554
22,0.26111111111111107,3.5356712011433697
23,0.2707070707070707,3.3604062705125384
24,0.2803030303030303,3.1948207187561026
25,0.2898989898989899,3.038379981571569
26,0.2994949494949495,2.890579017107958
27,0.3090909090909091,2.7509406755255763
28,0.31868686868686863,2.6190141586003204
29,0.32828282828282823,2.4943735643996074
30,0.33787878787878783,2.3766165123316876
31,0.34747474747474744,2.2653628441295224
32,0.35707070707070704,2.1602533965756017
33,0.36666666666666664,2.0609488420056383
34,0.37626262626262624,1.967128592847922
35,0.38585858585858585,1.8784897666618119
36,0.39545454545454545,1.794746208334189
37,0.405050505050505,1.7156275662771825
38,0.4146464646464646,1.6408784196448516
39,0.4242424242424242,1.5702574537511755
40,0.4338383838383838,1.50353668102735
41,0.4434343434343434,1.4405007050033651
42,0.453030303030303,1.3809460249377747
43,0.4626262626262626,1.324680378850764
44,0.47222222222222215,1.2715221228396147
45,0.48181818181818176,1.2212996446727957
46,0.49141414141414136,1.1738508097695655
47,0.501010101010101,1.1290224377765359
48,0.5106060606060606,1.0866698080514037
49,0.5202020202020202,1.0466561924573985
50,0.5297979797979798,1.0088524139601518
51,0.5393939393939394,0.973136429601992
52,0.548989898989899,0.9393929365073743
53,0.5585858585858586,0.9075129996474961
54,0.5681818181818182,0.8773937001624078
55,0.5777777777777778,0.8489378031052792
56,0.5873737373737373,0.8220534435362002
57,0.5969696969696969,0.7966538299521163
58,0.6065656565656565,0.7726569640954792
59,0.6161616161616161,0.7499853762370614
60,0.6257575757575757,0.7285658750783379
61,0.6353535353535353,0.7083293114660456
62,0.6449494949494949,0.6892103551561047
63,0.6545454545454545,0.6711472839062319
64,0.6641414141414141,0.654081784216359
65,0.6737373737373737,0.6379587630735897
66,0.6833333333333333,0.6227261700939393
67,0.692929292929293,0.6083348294866758
68,0.7025252525252526,0.5947382812987905
69,0.7121212121212122,0.581892631427076
70,0.7217171717171718,0.5697564099136111
71,0.7313131313131314,0.558290437067176
72,0.740909090909091,0.5474576969783993
73,0.7505050505050505,0.5372232180202993
74,0.76010101010101,0.5275539599484362
75,0.7696969696969697,0.5184187072362022
76,0.7792929292929293,0.5097879683008932
77,0.7888888888888889,0.5016338802952377
78,0.7984848484848485,0.49393011915701546
79,0.8080808080808081,0.4866518146263776
80,0.8176767676767677,0.47977546995651565
81,0.8272727272727273,0.4732788860584804
82,0.8368686868686869,0.4671410898352642
83,0.8464646464646465,0.4613422664737867
84,0.8560606060606061,0.4558636954761985
85,0.8656565656565657,0.45068769022399396
86,0.8752525252525253,0.4457975408798231
87,0.8848484848484849,0.4411774604426734
88,0.8944444444444444,0.4368125337822685
89,0.904040404040404,0.4326886694881505
90,0.9136363636363636,0.42879255437800046
91,0.9232323232323232,0.4251116105183319
92,0.9328282828282828,0.42163395461880965
93,0.9424242424242424,0.41834835966910244
94,0.952020202020202,0.4152442186944236
95,0.9616161616161616,0.41231151051274734
96,0.9712121212121212,0.4095407673831571
97,0.9808080808080808,0.4069230444408821
98,0.9904040404040404,0.4044498908203493
99,1.0,0.4021133223730257
