-2531.5348	-599
-2523.8238	-607
-2516.1172	-253
-2508.415	12004
-2500.7173	-287
-2493.024	-77
-2485.3352	-285
-2477.6508	-629
-2469.9708	-273
-2462.2952	-602
-2454.6241	-885
-2446.9574	-783
-2439.2951	-486
-2431.6373	-1098
-2423.9838	-330
-2416.3349	-779
-2408.6903	-392
-2401.0502	-641
-2393.4145	-1161
-2385.7833	372
-2378.1565	-815
-2370.5341	-529
-2362.9161	-994
-2355.3026	-639
-2347.6935	-359
-2340.0888	-1607
-2332.4886	-494
-2324.8928	-752
-2317.3014	-759
-2309.7145	-316
-2302.132	-294
-2294.5539	-471
-2286.9802	-12821
-2279.411	-632
-2271.8462	-254
-2264.2859	-607
-2256.73	-1300
-2249.1785	-510
-2241.6314	-757
-2234.0888	-959
-2226.5506	-875
-2219.0168	-411
-2211.4875	-1625
-2203.9626	-701
-2196.4421	-823
-2188.9261	-1244
-2181.4145	-1225
-2173.9073	1637
-2166.4045	-616
-2158.9062	-932
-2151.4123	-520
-2143.9229	-1168
-2136.4379	-420
-2128.9573	-951
-2121.4811	-175
-2114.0094	-690
-2106.5421	-788
-2099.0792	-771
-2091.6208	-941
-2084.1668	-533
-2076.7172	347
-2069.2721	-3395
-2061.8314	-322
-2054.3951	-1041
-2046.9632	-2037
-2039.5358	-593
-2032.1128	-901
-2024.6943	-434
-2017.2801	-650
-2009.8704	-1021
-2002.4652	-1145
-1995.0644	-304
-1987.668	-748
-1980.276	-328
-1972.8884	-371
-1965.5053	-229
-1958.1267	-90
-1950.7524	-698
-1943.3826	3861
-1936.0172	61
-1928.6563	-942
-1921.2998	-262
-1913.9477	-772
-1906.6	-616
-1899.2568	-462
-1891.918	125
-1884.5836	-402
-1877.2537	11886
-1869.9282	-284
-1862.6071	-4135
-1855.2905	-5402
-1847.9783	-482
-1840.6705	-15643
-1833.3672	-565
-1826.0682	-770
-1818.7738	25342
-1811.4837	-452
-1804.1981	-1099
-1796.9169	-1347
-1789.6401	-1219
-1782.3678	5651
-1775.0999	-113
-1767.8365	-509
-1760.5774	-789
-1753.3228	-153
-1746.0726	-1249
-1738.8269	-257
-1731.5856	-1177
-1724.3487	131
-1717.1163	52
-1709.8883	-761
-1702.6647	-1154
-1695.4455	-380
-1688.2308	-216
-1681.0205	-585
-1673.8146	-276
-1666.6132	-467
-1659.4162	-49
-1652.2237	-346
-1645.0355	-896
-1637.8518	-1412
-1630.6725	381
-1623.4977	-1016
-1616.3273	-823
-1609.1613	-479
-1601.9998	-277
-1594.8426	-408
-1587.69	-666
-1580.5417	-1291
-1573.3979	-225
-1566.2585	-315
-1559.1235	-354
-1551.993	-281
-1544.8669	-670
-1537.7452	-878
-1530.628	-2598
-1523.5152	-970
-1516.4068	-335
-1509.3029	-470
-1502.2034	1370
-1495.1083	-814
-1488.0176	-819
-1480.9314	-740
-1473.8496	-432
-1466.7723	-742
-1459.6993	-86
-1452.6309	-105
-1445.5668	203
-1438.5072	-471
-1431.452	-494
-1424.4012	-373
-1417.3549	-1612
-1410.3129	-285
-1403.2755	-797
-1396.2424	-789
-1389.2138	-920
-1382.1896	-1120
-1375.1699	-116
-1368.1546	-446
-1361.1437	-695
-1354.1372	-778
-1347.1352	-645
-1340.1376	1033
-1333.1444	-1013
-1326.1557	-600
-1319.1714	-804
-1312.1915	-732
-1305.2161	-585
-1298.2451	-470
-1291.2785	-650
-1284.3164	-1047
-1277.3586	-404
-1270.4054	-333
-1263.4565	-954
-1256.5121	-1023
-1249.5721	-186
-1242.6365	-303
-1235.7054	-1095
-1228.7787	-871
-1221.8564	-363
-1214.9386	-459
-1208.0252	320
-1201.1162	97
-1194.2117	-730
-1187.3116	-566
-1180.4159	-790
-1173.5247	-738
-1166.6378	-737
-1159.7555	-1041
-1152.8775	-1041
-1146.004	-892
-1139.1349	343
-1132.2702	-1232
-1125.41	1128
-1118.5542	-680
-1111.7028	-212
-1104.8559	20
-1098.0134	-897
-1091.1753	-584
-1084.3417	-668
-1077.5125	41
-1070.6877	-287
-1063.8673	18
-1057.0514	-780
-1050.2399	-433
-1043.4329	-358
-1036.6303	-445
-1029.8321	-1219
-1023.0383	-151
-1016.249	180
-1009.4641	-1083
-1002.6836	-543
-995.90758	-575
-989.13597	-142
-982.3688	-92
-975.60606	-626
-968.84774	-1456
-962.09386	-802
-955.34441	-328
-948.59939	-662
-941.85881	-882
-935.12265	-1556
-928.39093	-810
-921.66363	-454
-914.94077	-949
-908.22234	-731
-901.50834	-1051
-894.79877	-116
-888.09363	-194
-881.39292	-820
-874.69665	-1558
-868.0048	-824
-861.31739	-1403
-854.63441	1342
-847.95586	-1031
-841.28174	-895
-834.61205	-328
-827.94679	-654
-821.28596	-469
-814.62957	3247
-807.9776	-851
-801.33007	-2201
-794.68697	417
-788.0483	-581
-781.41406	-1056
-774.78425	-759
-768.15887	133
-761.53793	-489
-754.92141	-1080
-748.30933	-896
-741.70168	-1065
-735.09845	1
-728.49966	-193
-721.9053	59
-715.31538	-964
-708.72988	-590
-702.14881	-31674
-695.57218	-159
-688.99998	-733
-682.43221	-809
-675.86886	-943
-669.30995	-181
-662.75548	-626
-656.20543	-612
-649.65981	-188
-643.11863	-2086
-636.58187	20
-630.04955	-192
-623.52166	182
-616.9982	-1677
-610.47917	-10309
-603.96457	-672
-597.4544	-259
-590.94867	-931
-584.44736	-181
-577.95049	-11055
-571.45805	-693
-564.97004	-425
-558.48646	-278
-552.00731	35
-545.53259	-216
-539.06231	-1004
-532.59645	-1199
-526.13503	-700
-519.67803	-1090
-513.22547	-1103
-506.77734	1888
-500.33364	16264
-493.89437	-691
-487.45954	-434
-481.02913	-332
-474.60315	-208
-468.18161	-571
-461.7645	-407
-455.35182	-610
-448.94357	-150
-442.53975	-809
-436.14036	-457
-429.7454	301
-423.35488	26
-416.96878	-253
-410.58712	-1359
-404.20989	-889
-397.83709	-145
-391.46872	-379
-385.10478	-356
-378.74527	-876
-372.3902	-265
-366.03955	-190
-359.69334	-64
-353.35156	-362
-347.0142	-316
-340.68128	39204
-334.35279	116
-328.02874	-36
-321.70911	-1140
-315.39391	-946
-309.08315	-3276
-302.77682	-329
-296.47491	-623
-290.17744	20327
-283.8844	-658
-277.59579	-809
-271.31162	-810
-265.03187	-228
-258.75656	-1151
-252.48567	-728
-246.21922	-742
-239.9572	-310
-233.69961	-290
-227.44645	-1117
-221.19772	82
-214.95342	-703
-208.71356	-396
-202.47812	3321
-196.24712	-1423
-190.02055	3403
-183.7984	-484
-177.58069	-311
-171.36741	-188
-165.15857	8900
-158.95415	-707
-152.75417	-9
-146.55861	-326
-140.36749	-568
-134.1808	-1101
-127.99854	-1149
-121.82071	170
-115.64731	343
-109.47834	-1241
-103.3138	-270
-97.153699	-227
-90.998025	-641
-84.846783	-878
-78.699971	143
-72.557591	-333
-66.419642	-244
-60.286124	-612
-54.157037	-800
-48.032382	-405
-41.912157	-293
-35.796364	-550
-29.685002	-426
-23.578071	692
-17.475571	321
-11.377502	1888
-5.2838648	4776
0.80534146	6566
6.8901166	6097
12.970461	4069
19.046373	2262
25.117855	2260
31.184905	4307
37.247525	6378
43.305713	1839
49.35947	-150
55.408796	551
61.45369	-6484
67.494154	70
73.530186	-423
79.561787	761
85.588957	-940
91.611696	-12
97.630004	128
103.64388	304
109.65333	-586
115.65834	137
121.65892	836
127.65507	829
133.6468	2615
139.63408	2267
145.61694	4113
151.59537	2853
157.56937	2740
163.53893	2666
169.50407	2200
175.46477	1797
181.42104	2041
187.37288	1369
193.32029	949
199.26327	1077
205.20181	447
211.13593	1038
217.06561	-585
222.99087	343
228.91169	-12578
234.82808	950
240.74004	917
246.64757	824
252.55066	-24258
258.44933	3662
264.34357	5416
270.23337	9888
276.11874	12289
281.99968	13955
287.87619	14645
293.74827	14436
299.61592	12017
305.47914	9574
311.33792	7064
317.19228	5126
323.0422	2476
328.88769	2002
334.72876	882
340.56539	-128
346.39758	-360
352.22535	144
358.04869	287
363.86759	-421
369.68207	64
375.49211	-270
381.29772	-572
387.0989	-906
392.89565	-1270
398.68797	-838
404.47586	367
410.25931	267
416.03834	1190
421.81293	-774
427.5831	-158
433.34883	227
439.11013	-44
444.867	-833
450.61943	-781
456.36744	129
462.11102	-509
467.85016	-959
473.58487	-140
479.31516	661
485.04101	-563
490.76243	16623
496.47941	-336
502.19197	625
507.9001	60
513.60379	-272
519.30306	-763
524.99789	-474
530.68829	-1860
536.37426	-594
542.0558	102
547.73291	-553
553.40559	-646
559.07383	-601
564.73765	-467
570.39703	13719
576.05198	-188
581.7025	-138
587.34859	-621
592.99025	-402
598.62748	-329
604.26027	-828
609.88864	10112
615.51257	-520
621.13208	-267
626.74715	-1034
632.35779	250
637.964	-5
643.56578	-228
649.16312	387
654.75604	-467
660.34452	288
665.92858	-111
671.5082	1032
677.08339	1630
682.65415	1424
688.22048	2807
693.78238	3995
699.33985	5149
704.89288	6740
710.44148	6950
715.98566	8019
721.5254	7202
727.06071	7580
732.59159	8423
738.11804	8419
743.64006	8189
749.15764	8773
754.6708	7158
760.17952	6119
765.68381	4980
771.18367	4305
776.67911	2544
782.1701	1801
787.65667	1593
793.13881	572
798.61651	1187
804.08979	12833
809.55863	1044
815.02304	420
820.48303	875
825.93858	-168
831.38969	-6
836.83638	605
842.27864	-17
847.71646	305
853.14986	-120
858.57882	-146
864.00335	-398
869.42345	408
874.83912	-251
880.25036	-695
885.65717	141
891.05954	156
896.45749	41
901.851	177
907.24008	518
912.62473	-471
918.00495	-66
923.38074	-5
928.7521	-242
934.11903	-996
939.48152	-2802
944.83959	-256
950.19322	-373
955.54242	-542
960.88719	-488
966.22753	-55
971.56344	-78
976.89492	-229
982.22196	-177
987.54458	5423
992.86276	-680
998.17651	-950
1003.4858	-931
1008.7907	-562
1014.0912	-592
1019.3872	-161
1024.6788	-166
1029.966	60
1035.2487	-161
1040.527	-766
1045.8009	-217
1051.0703	-245
1056.3353	-816
1061.5959	-7
1066.8521	-321
1072.1038	140
1077.3511	-338
1082.5939	-365
1087.8323	-602
1093.0663	-1200
1098.2959	-486
1103.521	-367
1108.7417	-573
1113.958	-215
1119.1698	-4164
1124.3772	-195
1129.5802	6053
1134.7787	-644
1139.9729	-174
1145.1625	-131
1150.3478	334
1155.5286	15684
1160.705	658
1165.8769	1477
1171.0445	1190
1176.2076	1060
1181.3662	626
1186.5205	535
1191.6703	437
1196.8156	268
1201.9566	83
1207.0931	2524
1212.2251	-113
1217.3528	-794
1222.476	197
1227.5948	-363
1232.7091	-54
1237.819	-1135
1242.9245	-101
1248.0256	-671
1253.1222	-506
1258.2144	-399
1263.3022	24
1268.3855	-599
1273.4644	-127
1278.5389	461
1283.6089	-38727
1288.6745	-232
1293.7357	-260
1298.7924	17579
1303.8448	-116
1308.8926	184
1313.9361	-174
1318.9751	-559
1324.0097	-571
1329.0399	141
1334.0656	-1492
1339.0869	332
1344.1037	-377
1349.1162	113
1354.1242	-813
1359.1278	-1342
1364.1269	-257
1369.1216	-651
1374.1119	70
1379.0977	-93
1384.0791	398
1389.0561	-196
1394.0287	140
1398.9968	56
1403.9605	-734
1408.9197	379
1413.8746	1462
1418.825	1247
1423.7709	2186
1428.7125	7281
1433.6496	3251
1438.5823	3312
1443.5105	2713
1448.4343	1199
1453.3537	2030
1458.2686	747
1463.1791	1497
1468.0852	420
1472.9869	583
1477.8841	-234
1482.7769	205
1487.6653	-236
1492.5492	-1330
1497.4287	445
1502.3038	-229
1507.1744	-234
1512.0406	-420
1516.9024	-428
1521.7597	-703
1526.6126	218
1531.4611	-410
1536.3052	-389
1541.1448	-439
1545.98	74
1550.8107	-1414
1555.637	261
1560.4589	18
1565.2764	-699
1570.0894	-116
1574.898	-793
1579.7022	-219
1584.5019	132
1589.2972	-989
1594.0881	-938
1598.8746	-606
1603.6566	-1280
1608.4342	-1169
1613.2073	-343
1617.976	-1100
1622.7403	-398
1627.5002	260
1632.2556	-1377
1637.0066	42
1641.7532	-449
1646.4953	-402
1651.233	-1391
1655.9663	-23
1660.6951	-102
1665.4195	-1226
1670.1395	-469
1674.855	-607
1679.5661	-964
1684.2728	-30803
1688.9751	-1062
1693.6729	-1018
1698.3663	-465
1703.0552	-1254
1707.7398	-598
1712.4199	-1893
1717.0955	-1110
1721.7668	-1232
1726.4336	-73
1731.0959	-561
1735.7539	-721
1740.4074	-985
1745.0565	-881
1749.7011	207
1754.3413	-194
