Record Length,2500,Points,-822.000026703E-3,12.5999994,,Record Length,2500,Points,-822.000026703E-3,-11.1999998,
Sample Interval,1.0000000E-3,s,-821.000039577E-3,12.5999994,,Sample Interval,1.0000000E-3,s,-821.000039577E-3,-10.4000006,
Trigger Point,821.999987660,Samples,-820.000052452E-3,12.5999994,,Trigger Point,821.999987660,Samples,-820.000052452E-3,-9.600000381,
,,,-819.000005722E-3,12.5999994,,,,,-819.000005722E-3,-9.600000381,
,,,-818.000018597E-3,12.7999992,,,,,-818.000018597E-3,-9.600000381,
,,,-817.000031471E-3,12.5999994,,,,,-817.000031471E-3,-8.800000191,
Source,CH1,,-816.000044346E-3,12.7999992,,Source,CH2,,-816.000044346E-3,-8.800000191,
Vertical Units,Volts,,-814.999997616E-3,12.7999992,,Vertical Units,Volts,,-814.999997616E-3,-8.800000191,
Vertical Scale,5.11953094,,-814.000010490E-3,12.7999992,,Vertical Scale,20.47812531,,-814.000010490E-3,-8.800000191,
Vertical Offset,0,,-813.000023365E-3,12.9999990,,Vertical Offset,0,,-813.000023365E-3,-8.000000000,
Horizontal Units,s,,-812.000036240E-3,12.7999992,,Horizontal Units,s,,-812.000036240E-3,-8.000000000,
Horizontal Scale,250.00001187E-3,,-811.000049114E-3,12.9999990,,Horizontal Scale,250.00001187E-3,,-811.000049114E-3,-8.000000000,
Pt Fmt,Y,,-810.000002384E-3,12.9999990,,Pt Fmt,Y,,-810.000002384E-3,-7.20000029,
Yzero,-1.4454448,,-809.000015259E-3,12.9999990,,Yzero,-1.0938501,,-809.000015259E-3,-7.20000029,
Probe Atten,1.000000,,-808.000028133E-3,12.9999990,,Probe Atten,10.0000000,,-808.000028133E-3,-7.20000029,
,,,-807.000041008E-3,12.9999990,,,,,-807.000041008E-3,-6.40000010,
Note,TDS 2012C - 15:22:29   05.11.2024,,-806.000053883E-3,12.9999990,,Note,TDS 2012C - 15:22:29   05.11.2024,,-806.000053883E-3,-6.40000010,
,,,-805.000007153E-3,12.9999990,,,,,-805.000007153E-3,-6.40000010,
,,,-804.000020027E-3,13.1999989,,,,,-804.000020027E-3,-6.40000010,
,,,-803.000032902E-3,13.1999989,,,,,-803.000032902E-3,-5.59999990,
,,,-802.000045776E-3,13.1999989,,,,,-802.000045776E-3,-5.59999990,
,,,-800.999999046E-3,13.1999989,,,,,-800.999999046E-3,-5.59999990,
,,,-800.000011921E-3,13.1999989,,,,,-800.000011921E-3,-5.59999990,
,,,-799.000024796E-3,13.3999996,,,,,-799.000024796E-3,-5.59999990,
,,,-798.000037670E-3,13.3999996,,,,,-798.000037670E-3,-5.59999990,
,,,-797.000050545E-3,13.3999996,,,,,-797.000050545E-3,-5.59999990,
,,,-796.000003815E-3,13.3999996,,,,,-796.000003815E-3,-4.80000019,
,,,-795.000016689E-3,13.3999996,,,,,-795.000016689E-3,-4.80000019,
,,,-794.000029564E-3,13.3999996,,,,,-794.000029564E-3,-4.80000019,
,,,-793.000042439E-3,13.3999996,,,,,-793.000042439E-3,-4.00000000,
,,,-791.999995708E-3,13.3999996,,,,,-791.999995708E-3,-4.00000000,
,,,-791.000008583E-3,13.3999996,,,,,-791.000008583E-3,-4.00000000,
,,,-790.000021458E-3,13.3999996,,,,,-790.000021458E-3,-4.00000000,
