Record Length,2500,Points,-822.000026703E-3,11.3999996,,Record Length,2500,Points,-822.000026703E-3,-32.79999924,
Sample Interval,1.0000000E-3,s,-821.000039577E-3,11.3999996,,Sample Interval,1.0000000E-3,s,-821.000039577E-3,-32.79999924,
Trigger Point,821.999987660,Samples,-820.000052452E-3,11.3999996,,Trigger Point,821.999987660,Samples,-820.000052452E-3,-32.00000000,
,,,-819.000005722E-3,11.3999996,,,,,-819.000005722E-3,-32.00000000,
,,,-818.000018597E-3,11.5999994,,,,,-818.000018597E-3,-32.00000000,
,,,-817.000031471E-3,11.5999994,,,,,-817.000031471E-3,-31.20000076,
Source,CH1,,-816.000044346E-3,11.3999996,,Source,CH2,,-816.000044346E-3,-31.20000076,
Vertical Units,Volts,,-814.999997616E-3,11.5999994,,Vertical Units,Volts,,-814.999997616E-3,-30.39999962,
Vertical Scale,5.11953094,,-814.000010490E-3,11.5999994,,Vertical Scale,20.47812531,,-814.000010490E-3,-30.39999962,
Vertical Offset,0,,-813.000023365E-3,11.5999994,,Vertical Offset,0,,-813.000023365E-3,-30.39999962,
Horizontal Units,s,,-812.000036240E-3,11.5999994,,Horizontal Units,s,,-812.000036240E-3,-29.60000038,
Horizontal Scale,250.00001187E-3,,-811.000049114E-3,11.5999994,,Horizontal Scale,250.00001187E-3,,-811.000049114E-3,-28.80000114,
Pt Fmt,Y,,-810.000002384E-3,11.5999994,,Pt Fmt,Y,,-810.000002384E-3,-28.80000114,
Yzero,-2.73462536,,-809.000015259E-3,11.5999994,,Yzero,-117.1982298E-3,,-809.000015259E-3,-28.00000000,
Probe Atten,1.000000,,-808.000028133E-3,11.7999992,,Probe Atten,10.0000000,,-808.000028133E-3,-28.00000000,
,,,-807.000041008E-3,11.7999992,,,,,-807.000041008E-3,-28.00000000,
Note,TDS 2012C - 15:30:50   05.11.2024,,-806.000053883E-3,11.7999992,,Note,TDS 2012C - 15:30:50   05.11.2024,,-806.000053883E-3,-27.20000076,
,,,-805.000007153E-3,11.7999992,,,,,-805.000007153E-3,-27.20000076,
,,,-804.000020027E-3,11.7999992,,,,,-804.000020027E-3,-26.39999962,
,,,-803.000032902E-3,11.7999992,,,,,-803.000032902E-3,-25.60000038,
,,,-802.000045776E-3,11.7999992,,,,,-802.000045776E-3,-25.60000038,
,,,-800.999999046E-3,11.7999992,,,,,-800.999999046E-3,-24.80000114,
,,,-800.000011921E-3,11.9999990,,,,,-800.000011921E-3,-24.80000114,
,,,-799.000024796E-3,11.9999990,,,,,-799.000024796E-3,-24.00000000,
,,,-798.000037670E-3,11.9999990,,,,,-798.000037670E-3,-24.00000000,
,,,-797.000050545E-3,11.9999990,,,,,-797.000050545E-3,-23.20000076,
,,,-796.000003815E-3,11.9999990,,,,,-796.000003815E-3,-23.20000076,
,,,-795.000016689E-3,11.9999990,,,,,-795.000016689E-3,-23.20000076,
,,,-794.000029564E-3,11.9999990,,,,,-794.000029564E-3,-22.39999962,
,,,-793.000042439E-3,11.9999990,,,,,-793.000042439E-3,-22.39999962,
,,,-791.999995708E-3,12.1999989,,,,,-791.999995708E-3,-21.60000038,
,,,-791.000008583E-3,12.1999989,,,,,-791.000008583E-3,-21.60000038,
,,,-790.000021458E-3,12.1999989,,,,,-790.000021458E-3,-20.80000114,
,,,-789.000034332E-3,12.1999989,,,,,-789.000034332E-3,-20.80000114,
,,,-788.000047207E-3,12.1999989,,,,,-788.000047207E-3,-20.0000000,
,,,-787.000000477E-3,12.1999989,,,,,-787.000000477E-3,-20.0000000,
,,,-786.000013351E-3,12.3999996,,,,,-786.000013351E-3,-19.2000008,
,,,-785.000026226E-3,12.3999996,,,,,-785.000026226E-3,-19.2000008,
,,,-784.000039101E-3,12.3999996,,,,,-784.000039101E-3,-18.3999996,
,,,-783.000051975E-3,12.3999996,,,,,-783.000051975E-3,-18.3999996,
,,,-782.000005245E-3,12.3999996,,,,,-782.000005245E-3,-17.6000004,
,,,-781.000018120E-3,12.5999994,,,,,-781.000018120E-3,-17.6000004,
,,,-780.000030994E-3,12.5999994,,,,,-780.000030994E-3,-16.8000011,
,,,-779.000043869E-3,12.3999996,,,,,-779.000043869E-3,-16.8000011,
,,,-777.999997139E-3,12.5999994,,,,,-777.999997139E-3,-16.8000011,
,,,-777.000010014E-3,12.5999994,,,,,-777.000010014E-3,-16.8000011,
,,,-776.000022888E-3,12.5999994,,,,,-776.000022888E-3,-16.0000000,
,,,-775.000035763E-3,12.5999994,,,,,-775.000035763E-3,-15.1999998,
,,,-774.000048637E-3,12.5999994,,,,,-774.000048637E-3,-15.1999998,
,,,-773.000001907E-3,12.5999994,,,,,-773.000001907E-3,-15.1999998,
,,,-772.000014782E-3,12.5999994,,,,,-772.000014782E-3,-15.1999998,
,,,-771.000027657E-3,12.5999994,,,,,-771.000027657E-3,-14.4000006,
,,,-770.000040531E-3,12.7999992,,,,,-770.000040531E-3,-14.4000006,
,,,-769.000053406E-3,12.5999994,,,,,-769.000053406E-3,-13.6000004,
