Time	Channel A
(us)	(mV)

-6.85599987	0.58600900
-6.85199987	0.78134540
-6.84799987	0.58600900
-6.84399987	0.73251130
-6.83999987	0.68367720
-6.83599987	0.83017950
-6.83199987	0.48834080
-6.82799987	0.68367720
-6.82399987	0.73251130
-6.81999987	0.53717490
-6.81599987	0.68367720
-6.81199987	0.68367720
-6.80799987	0.73251130
-6.80399987	0.73251130
-6.79999987	0.73251130
-6.79599987	0.78134540
-6.79199987	0.68367720
-6.78799987	0.73251130
-6.78399987	0.78134540
-6.77999987	0.63484310
-6.77599987	0.58600900
-6.77199987	0.63484310
-6.76799987	0.53717490
-6.76399987	0.58600900
-6.75999987	0.63484310
-6.75599987	0.78134540
-6.75199987	0.73251130
-6.74799987	0.68367720
-6.74399987	0.68367720
-6.73999987	0.83017950
-6.73599987	0.83017950
-6.73199987	0.63484310
-6.72799987	0.58600900
-6.72399987	0.53717490
-6.71999987	0.78134540
-6.71599987	0.63484310
-6.71199987	0.73251130
-6.70799987	0.68367720
-6.70399987	0.68367720
-6.69999987	0.58600900
-6.69599987	0.58600900
-6.69199987	0.68367720
-6.68799987	0.68367720
-6.68399987	0.78134540
-6.67999987	0.63484310
-6.67599987	0.68367720
-6.67199987	0.58600900
-6.66799987	0.68367720
-6.66399987	0.53717490
-6.65999987	0.48834080
-6.65599987	0.68367720
-6.65199987	0.63484310
-6.64799987	0.68367720
-6.64399987	0.63484310
-6.63999987	0.68367720
-6.63599987	0.63484310
-6.63199987	0.73251130
-6.62799987	0.73251130
-6.62399987	0.78134540
-6.61999987	0.73251130
-6.61599987	0.78134540
-6.61199987	0.73251130
-6.60799987	0.78134540
-6.60399987	0.63484310
-6.59999988	0.63484310
-6.59599988	0.73251130
-6.59199988	0.68367720
-6.58799988	0.73251130
-6.58399988	0.53717490
-6.57999988	0.63484310
-6.57599988	0.58600900
-6.57199988	0.58600900
-6.56799988	0.63484310
-6.56399988	0.78134540
-6.55999988	0.58600900
-6.55599988	0.68367720
-6.55199988	0.68367720
-6.54799988	0.73251130
-6.54399988	0.73251130
-6.53999988	0.68367720
-6.53599988	0.63484310
-6.53199988	0.73251130
-6.52799988	0.58600900
-6.52399988	0.58600900
-6.51999988	0.68367720
-6.51599988	0.73251130
-6.51199988	0.83017950
-6.50799988	0.78134540
-6.50399988	0.83017950
-6.49999988	0.83017950
-6.49599988	0.68367720
-6.49199988	0.58600900
-6.48799988	0.48834080
-6.48399988	0.83017950
-6.47999988	0.68367720
-6.47599988	0.68367720
-6.47199988	0.68367720
-6.46799988	0.73251130
-6.46399988	0.78134540
-6.45999988	0.73251130
-6.45599988	0.63484310
-6.45199988	0.78134540
-6.44799988	0.63484310
-6.44399988	0.83017950
-6.43999988	0.63484310
-6.43599988	0.73251130
-6.43199988	0.53717490
-6.42799988	0.68367720
-6.42399988	0.78134540
-6.41999988	0.73251130
-6.41599988	0.73251130
-6.41199988	0.87901350
-6.40799988	0.63484310
-6.40399988	0.63484310
-6.39999988	0.63484310
-6.39599988	0.63484310
-6.39199988	0.68367720
-6.38799988	0.87901350
-6.38399988	0.63484310
-6.37999988	0.63484310
-6.37599988	0.78134540
-6.37199988	0.58600900
-6.36799988	0.73251130
-6.36399988	0.83017950
-6.35999988	0.68367720
-6.35599988	0.63484310
-6.35199988	0.78134540
-6.34799988	0.58600900
-6.34399988	0.73251130
-6.33999988	0.53717490
-6.33599988	0.78134540
-6.33199988	0.78134540
-6.32799988	0.68367720
-6.32399988	0.78134540
-6.31999988	0.63484310
-6.31599988	0.63484310
-6.31199988	0.73251130
-6.30799988	0.68367720
-6.30399988	0.63484310
-6.29999988	0.73251130
-6.29599988	0.73251130
-6.29199988	0.73251130
-6.28799988	0.73251130
-6.28399988	0.73251130
-6.27999988	0.58600900
-6.27599988	0.73251130
-6.27199988	0.73251130
-6.26799988	0.68367720
-6.26399988	0.83017950
-6.25999988	0.68367720
-6.25599988	0.73251130
-6.25199988	0.83017950
-6.24799989	0.58600900
-6.24399989	0.63484310
-6.23999989	0.68367720
-6.23599989	0.83017950
-6.23199989	0.68367720
-6.22799989	0.48834080
-6.22399989	0.63484310
-6.21999989	0.63484310
-6.21599989	0.48834080
-6.21199989	0.63484310
-6.20799989	0.68367720
-6.20399989	0.68367720
-6.19999989	0.73251130
-6.19599989	0.78134540
-6.19199989	0.73251130
-6.18799989	1.02551600
-6.18399989	0.63484310
-6.17999989	0.68367720
-6.17599989	0.58600900
-6.17199989	0.83017950
-6.16799989	0.58600900
-6.16399989	0.87901350
-6.15999989	0.73251130
-6.15599989	0.63484310
-6.15199989	0.63484310
-6.14799989	0.78134540
-6.14399989	0.73251130
-6.13999989	0.53717490
-6.13599989	0.83017950
-6.13199989	0.83017950
-6.12799989	0.63484310
-6.12399989	0.63484310
-6.11999989	0.68367720
-6.11599989	0.63484310
-6.11199989	0.83017950
-6.10799989	0.68367720
-6.10399989	0.83017950
-6.09999989	0.63484310
-6.09599989	0.78134540
-6.09199989	0.78134540
-6.08799989	0.48834080
-6.08399989	0.63484310
-6.07999989	0.83017950
-6.07599989	0.58600900
-6.07199989	0.63484310
-6.06799989	0.83017950
-6.06399989	0.78134540
-6.05999989	0.68367720
-6.05599989	0.58600900
-6.05199989	0.68367720
-6.04799989	0.63484310
-6.04399989	0.68367720
-6.03999989	0.63484310
-6.03599989	0.68367720
-6.03199989	0.58600900
-6.02799989	0.78134540
-6.02399989	0.68367720
-6.01999989	0.68367720
-6.01599989	0.73251130
-6.01199989	0.73251130
-6.00799989	0.68367720
-6.00399989	0.73251130
-5.99999989	0.58600900
-5.99599989	0.83017950
-5.99199989	0.63484310
-5.98799989	0.68367720
-5.98399989	0.78134540
-5.97999989	0.63484310
-5.97599989	0.73251130
-5.97199989	0.68367720
-5.96799989	0.63484310
-5.96399989	0.58600900
-5.95999989	0.78134540
-5.95599989	0.73251130
-5.95199989	0.68367720
-5.94799989	0.63484310
-5.94399989	0.29300450
-5.93999989	0.73251130
-5.93599989	0.78134540
-5.93199989	0.68367720
-5.92799989	0.63484310
-5.92399989	0.68367720
-5.91999989	0.78134540
-5.91599989	0.78134540
-5.91199989	0.68367720
-5.90799989	0.78134540
-5.90399989	0.58600900
-5.89999989	0.58600900
-5.89599989	0.58600900
-5.89199990	0.53717490
-5.88799990	0.63484310
-5.88399990	0.63484310
-5.87999990	0.68367720
-5.87599990	0.63484310
-5.87199990	0.73251130
-5.86799990	0.63484310
-5.86399990	0.68367720
-5.85999990	0.78134540
-5.85599990	0.53717490
-5.85199990	0.78134540
-5.84799990	0.73251130
-5.84399990	0.63484310
-5.83999990	0.68367720
-5.83599990	0.68367720
-5.83199990	0.78134540
-5.82799990	0.68367720
-5.82399990	0.43950670
-5.81999990	0.73251130
-5.81599990	0.73251130
-5.81199990	0.63484310
-5.80799990	0.48834080
-5.80399990	0.63484310
-5.79999990	0.83017950
-5.79599990	0.73251130
-5.79199990	0.58600900
-5.78799990	0.63484310
-5.78399990	0.78134540
-5.77999990	0.63484310
-5.77599990	0.83017950
-5.77199990	0.73251130
-5.76799990	0.68367720
-5.76399990	0.78134540
-5.75999990	0.58600900
-5.75599990	0.58600900
-5.75199990	0.63484310
-5.74799990	0.63484310
-5.74399990	0.58600900
-5.73999990	0.83017950
-5.73599990	0.68367720
-5.73199990	0.83017950
-5.72799990	0.68367720
-5.72399990	0.58600900
-5.71999990	0.63484310
-5.71599990	0.68367720
-5.71199990	0.87901350
-5.70799990	0.58600900
-5.70399990	0.48834080
-5.69999990	0.68367720
-5.69599990	0.68367720
-5.69199990	0.78134540
-5.68799990	0.73251130
-5.68399990	0.63484310
-5.67999990	0.58600900
-5.67599990	0.58600900
-5.67199990	0.68367720
-5.66799990	0.73251130
-5.66399990	0.68367720
-5.65999990	0.83017950
-5.65599990	0.63484310
-5.65199990	0.63484310
-5.64799990	0.73251130
-5.64399990	0.78134540
-5.63999990	0.68367720
-5.63599990	0.68367720
-5.63199990	0.87901350
-5.62799990	0.73251130
-5.62399990	0.73251130
-5.61999990	0.58600900
-5.61599990	0.68367720
-5.61199990	0.78134540
-5.60799990	0.73251130
-5.60399990	0.58600900
-5.59999990	0.78134540
-5.59599990	0.58600900
-5.59199990	0.73251130
-5.58799990	0.68367720
-5.58399990	0.63484310
-5.57999990	0.68367720
-5.57599990	0.58600900
-5.57199990	0.68367720
-5.56799990	0.68367720
-5.56399990	0.58600900
-5.55999990	0.58600900
-5.55599990	0.78134540
-5.55199990	0.58600900
-5.54799990	0.58600900
-5.54399990	0.83017950
-5.53999991	0.58600900
-5.53599991	0.78134540
-5.53199991	0.58600900
-5.52799991	0.58600900
-5.52399991	0.58600900
-5.51999991	0.58600900
-5.51599991	0.53717490
-5.51199991	0.73251130
-5.50799991	0.63484310
-5.50399991	0.58600900
-5.49999991	0.78134540
-5.49599991	0.73251130
-5.49199991	0.73251130
-5.48799991	0.43950670
-5.48399991	0.58600900
-5.47999991	0.73251130
-5.47599991	0.68367720
-5.47199991	0.87901350
-5.46799991	0.63484310
-5.46399991	0.68367720
-5.45999991	0.73251130
-5.45599991	0.73251130
-5.45199991	0.63484310
-5.44799991	0.73251130
-5.44399991	0.53717490
-5.43999991	0.68367720
-5.43599991	0.83017950
-5.43199991	0.68367720
-5.42799991	0.68367720
-5.42399991	0.68367720
-5.41999991	0.78134540
-5.41599991	0.78134540
-5.41199991	0.68367720
-5.40799991	0.63484310
-5.40399991	0.63484310
-5.39999991	0.63484310
-5.39599991	0.58600900
-5.39199991	0.58600900
-5.38799991	0.68367720
-5.38399991	0.68367720
-5.37999991	0.78134540
-5.37599991	0.68367720
-5.37199991	0.68367720
-5.36799991	0.68367720
-5.36399991	0.63484310
-5.35999991	0.73251130
-5.35599991	0.87901350
-5.35199991	0.83017950
-5.34799991	0.78134540
-5.34399991	0.73251130
-5.33999991	0.63484310
-5.33599991	0.97668160
-5.33199991	0.78134540
-5.32799991	0.68367720
-5.32399991	0.58600900
-5.31999991	0.58600900
-5.31599991	0.97668160
-5.31199991	0.48834080
-5.30799991	0.83017950
-5.30399991	0.58600900
-5.29999991	0.83017950
-5.29599991	0.58600900
-5.29199991	0.58600900
-5.28799991	0.63484310
-5.28399991	0.92784760
-5.27999991	0.58600900
-5.27599991	0.63484310
-5.27199991	0.78134540
-5.26799991	0.58600900
-5.26399991	0.58600900
-5.25999991	0.68367720
-5.25599991	0.73251130
-5.25199991	0.78134540
-5.24799991	0.78134540
-5.24399991	0.58600900
-5.23999991	0.63484310
-5.23599991	0.78134540
-5.23199991	0.73251130
-5.22799991	0.78134540
-5.22399991	0.68367720
-5.21999991	0.48834080
-5.21599991	0.53717490
-5.21199991	0.68367720
-5.20799991	0.68367720
-5.20399991	0.73251130
-5.19999991	0.87901350
-5.19599991	0.78134540
-5.19199991	0.87901350
-5.18799992	0.78134540
-5.18399992	0.73251130
-5.17999992	0.58600900
-5.17599992	0.58600900
-5.17199992	0.68367720
-5.16799992	0.73251130
-5.16399992	0.78134540
-5.15999992	0.63484310
-5.15599992	0.78134540
-5.15199992	0.58600900
-5.14799992	0.68367720
-5.14399992	0.58600900
-5.13999992	0.73251130
-5.13599992	0.63484310
-5.13199992	0.83017950
-5.12799992	0.58600900
-5.12399992	0.63484310
-5.11999992	0.63484310
-5.11599992	0.63484310
-5.11199992	0.63484310
-5.10799992	0.78134540
-5.10399992	0.63484310
-5.09999992	0.78134540
-5.09599992	0.58600900
-5.09199992	0.58600900
-5.08799992	0.63484310
-5.08399992	0.87901350
-5.07999992	0.68367720
-5.07599992	0.68367720
-5.07199992	0.58600900
-5.06799992	0.63484310
-5.06399992	0.68367720
-5.05999992	0.73251130
-5.05599992	0.43950670
-5.05199992	0.68367720
-5.04799992	0.53717490
-5.04399992	0.73251130
-5.03999992	0.78134540
-5.03599992	0.48834080
-5.03199992	0.63484310
-5.02799992	0.68367720
-5.02399992	0.73251130
-5.01999992	0.68367720
-5.01599992	0.73251130
-5.01199992	0.73251130
-5.00799992	0.78134540
-5.00399992	0.63484310
-4.99999992	0.78134540
-4.99599992	0.73251130
-4.99199992	0.63484310
-4.98799992	0.78134540
-4.98399992	0.68367720
-4.97999992	0.68367720
-4.97599992	0.78134540
-4.97199992	0.58600900
-4.96799992	0.78134540
-4.96399992	0.63484310
-4.95999992	0.53717490
-4.95599992	0.73251130
-4.95199992	0.63484310
-4.94799992	0.78134540
-4.94399992	0.58600900
-4.93999992	0.58600900
-4.93599992	0.58600900
-4.93199992	0.73251130
-4.92799992	0.73251130
-4.92399992	0.68367720
-4.91999992	0.63484310
-4.91599992	0.73251130
-4.91199992	0.68367720
-4.90799992	0.58600900
-4.90399992	0.63484310
-4.89999992	0.73251130
-4.89599992	0.78134540
-4.89199992	0.73251130
-4.88799992	0.73251130
-4.88399992	0.53717490
-4.87999992	0.63484310
-4.87599992	0.73251130
-4.87199992	0.68367720
-4.86799992	0.63484310
-4.86399992	0.83017950
-4.85999992	0.73251130
-4.85599992	0.63484310
-4.85199992	0.73251130
-4.84799992	0.63484310
-4.84399992	0.63484310
-4.83999992	0.83017950
-4.83599992	0.63484310
-4.83199993	0.78134540
-4.82799993	0.58600900
-4.82399993	0.78134540
-4.81999993	0.78134540
-4.81599993	0.58600900
-4.81199993	0.73251130
-4.80799993	0.83017950
-4.80399993	0.53717490
-4.79999993	0.73251130
-4.79599993	0.78134540
-4.79199993	0.78134540
-4.78799993	0.63484310
-4.78399993	0.73251130
-4.77999993	0.68367720
-4.77599993	0.68367720
-4.77199993	0.53717490
-4.76799993	0.78134540
-4.76399993	0.73251130
-4.75999993	0.78134540
-4.75599993	0.58600900
-4.75199993	0.73251130
-4.74799993	0.58600900
-4.74399993	0.73251130
-4.73999993	0.73251130
-4.73599993	0.68367720
-4.73199993	0.73251130
-4.72799993	0.58600900
-4.72399993	0.78134540
-4.71999993	0.78134540
-4.71599993	0.83017950
-4.71199993	0.73251130
-4.70799993	0.68367720
-4.70399993	0.68367720
-4.69999993	0.78134540
-4.69599993	0.68367720
-4.69199993	0.68367720
-4.68799993	0.53717490
-4.68399993	0.78134540
-4.67999993	0.83017950
-4.67599993	0.68367720
-4.67199993	0.58600900
-4.66799993	0.53717490
-4.66399993	0.68367720
-4.65999993	0.63484310
-4.65599993	0.63484310
-4.65199993	0.58600900
-4.64799993	0.63484310
-4.64399993	0.73251130
-4.63999993	0.58600900
-4.63599993	0.73251130
-4.63199993	0.78134540
-4.62799993	0.78134540
-4.62399993	0.63484310
-4.61999993	0.78134540
-4.61599993	0.53717490
-4.61199993	0.83017950
-4.60799993	0.48834080
-4.60399993	0.68367720
-4.59999993	0.78134540
-4.59599993	0.68367720
-4.59199993	0.63484310
-4.58799993	0.78134540
-4.58399993	0.68367720
-4.57999993	0.73251130
-4.57599993	0.53717490
-4.57199993	0.73251130
-4.56799993	0.68367720
-4.56399993	0.68367720
-4.55999993	0.78134540
-4.55599993	0.63484310
-4.55199993	0.73251130
-4.54799993	0.78134540
-4.54399993	0.58600900
-4.53999993	0.83017950
-4.53599993	0.78134540
-4.53199993	0.53717490
-4.52799993	0.78134540
-4.52399993	0.58600900
-4.51999993	0.58600900
-4.51599993	0.78134540
-4.51199993	0.83017950
-4.50799993	0.78134540
-4.50399993	0.63484310
-4.49999993	0.63484310
-4.49599993	0.68367720
-4.49199993	0.63484310
-4.48799993	0.73251130
-4.48399993	0.78134540
-4.47999994	0.78134540
-4.47599994	0.58600900
-4.47199994	0.78134540
-4.46799994	0.63484310
-4.46399994	0.63484310
-4.45999994	0.63484310
-4.45599994	0.73251130
-4.45199994	0.68367720
-4.44799994	0.63484310
-4.44399994	0.78134540
-4.43999994	0.58600900
-4.43599994	0.63484310
-4.43199994	0.73251130
-4.42799994	0.73251130
-4.42399994	0.58600900
-4.41999994	0.53717490
-4.41599994	0.63484310
-4.41199994	0.78134540
-4.40799994	0.73251130
-4.40399994	0.78134540
-4.39999994	0.92784760
-4.39599994	0.78134540
-4.39199994	0.68367720
-4.38799994	0.58600900
-4.38399994	0.68367720
-4.37999994	0.73251130
-4.37599994	0.68367720
-4.37199994	0.58600900
-4.36799994	0.68367720
-4.36399994	0.68367720
-4.35999994	0.78134540
-4.35599994	0.58600900
-4.35199994	0.68367720
-4.34799994	0.58600900
-4.34399994	0.78134540
-4.33999994	0.73251130
-4.33599994	0.78134540
-4.33199994	0.68367720
-4.32799994	0.68367720
-4.32399994	0.63484310
-4.31999994	0.68367720
-4.31599994	0.68367720
-4.31199994	0.63484310
-4.30799994	0.78134540
-4.30399994	0.78134540
-4.29999994	0.63484310
-4.29599994	0.78134540
-4.29199994	0.78134540
-4.28799994	0.68367720
-4.28399994	0.68367720
-4.27999994	0.63484310
-4.27599994	0.63484310
-4.27199994	0.68367720
-4.26799994	0.68367720
-4.26399994	0.58600900
-4.25999994	0.73251130
-4.25599994	0.78134540
-4.25199994	0.58600900
-4.24799994	0.58600900
-4.24399994	0.83017950
-4.23999994	0.63484310
-4.23599994	0.87901350
-4.23199994	0.73251130
-4.22799994	0.73251130
-4.22399994	0.73251130
-4.21999994	0.63484310
-4.21599994	0.73251130
-4.21199994	0.78134540
-4.20799994	0.63484310
-4.20399994	0.73251130
-4.19999994	0.78134540
-4.19599994	0.73251130
-4.19199994	0.68367720
-4.18799994	0.68367720
-4.18399994	0.73251130
-4.17999994	0.73251130
-4.17599994	0.58600900
-4.17199994	0.58600900
-4.16799994	0.87901350
-4.16399994	0.83017950
-4.15999994	0.63484310
-4.15599994	0.87901350
-4.15199994	0.83017950
-4.14799994	0.68367720
-4.14399994	0.68367720
-4.13999994	0.68367720
-4.13599994	0.78134540
-4.13199994	0.73251130
-4.12799994	0.73251130
-4.12399995	0.58600900
-4.11999995	0.78134540
-4.11599995	0.73251130
-4.11199995	0.78134540
-4.10799995	0.63484310
-4.10399995	0.83017950
-4.09999995	0.68367720
-4.09599995	0.58600900
-4.09199995	0.78134540
-4.08799995	0.78134540
-4.08399995	0.87901350
-4.07999995	0.63484310
-4.07599995	0.73251130
-4.07199995	0.68367720
-4.06799995	0.58600900
-4.06399995	0.68367720
-4.05999995	0.83017950
-4.05599995	0.68367720
-4.05199995	0.78134540
-4.04799995	0.58600900
-4.04399995	0.63484310
-4.03999995	0.58600900
-4.03599995	0.58600900
-4.03199995	0.73251130
-4.02799995	0.78134540
-4.02399995	0.73251130
-4.01999995	0.63484310
-4.01599995	0.73251130
-4.01199995	0.63484310
-4.00799995	0.73251130
-4.00399995	0.68367720
-3.99999995	0.78134540
-3.99599995	0.63484310
-3.99199995	0.73251130
-3.98799995	0.83017950
-3.98399995	0.73251130
-3.97999995	0.63484310
-3.97599995	0.78134540
-3.97199995	0.68367720
-3.96799995	0.68367720
-3.96399995	0.68367720
-3.95999995	0.68367720
-3.95599995	0.92784760
-3.95199995	0.53717490
-3.94799995	0.83017950
-3.94399995	0.68367720
-3.93999995	0.78134540
-3.93599995	0.58600900
-3.93199995	0.53717490
-3.92799995	0.68367720
-3.92399995	0.87901350
-3.91999995	0.63484310
-3.91599995	0.83017950
-3.91199995	0.58600900
-3.90799995	0.78134540
-3.90399995	0.48834080
-3.89999995	0.63484310
-3.89599995	0.68367720
-3.89199995	0.68367720
-3.88799995	0.87901350
-3.88399995	0.73251130
-3.87999995	0.73251130
-3.87599995	0.73251130
-3.87199995	0.73251130
-3.86799995	0.58600900
-3.86399995	0.78134540
-3.85999995	0.78134540
-3.85599995	0.58600900
-3.85199995	0.87901350
-3.84799995	0.68367720
-3.84399995	0.63484310
-3.83999995	0.78134540
-3.83599995	0.48834080
-3.83199995	0.63484310
-3.82799995	0.78134540
-3.82399995	0.58600900
-3.81999995	0.73251130
-3.81599995	0.68367720
-3.81199995	0.73251130
-3.80799995	0.68367720
-3.80399995	0.73251130
-3.79999995	0.83017950
-3.79599995	0.58600900
-3.79199995	0.78134540
-3.78799995	0.78134540
-3.78399995	0.68367720
-3.77999995	0.63484310
-3.77599995	0.73251130
-3.77199996	0.78134540
-3.76799996	0.63484310
-3.76399996	0.73251130
-3.75999996	0.73251130
-3.75599996	0.53717490
-3.75199996	0.68367720
-3.74799996	0.78134540
-3.74399996	0.78134540
-3.73999996	0.63484310
-3.73599996	0.68367720
-3.73199996	0.63484310
-3.72799996	0.68367720
-3.72399996	0.53717490
-3.71999996	0.78134540
-3.71599996	0.68367720
-3.71199996	0.73251130
-3.70799996	0.78134540
-3.70399996	0.53717490
-3.69999996	0.68367720
-3.69599996	0.68367720
-3.69199996	0.53717490
-3.68799996	0.78134540
-3.68399996	0.73251130
-3.67999996	0.63484310
-3.67599996	0.73251130
-3.67199996	0.63484310
-3.66799996	0.78134540
-3.66399996	0.73251130
-3.65999996	0.53717490
-3.65599996	0.58600900
-3.65199996	0.58600900
-3.64799996	0.68367720
-3.64399996	0.68367720
-3.63999996	0.68367720
-3.63599996	0.63484310
-3.63199996	0.73251130
-3.62799996	0.58600900
-3.62399996	0.78134540
-3.61999996	0.83017950
-3.61599996	0.48834080
-3.61199996	0.83017950
-3.60799996	0.68367720
-3.60399996	0.73251130
-3.59999996	0.68367720
-3.59599996	0.73251130
-3.59199996	0.73251130
-3.58799996	0.78134540
-3.58399996	0.68367720
-3.57999996	0.87901350
-3.57599996	0.63484310
-3.57199996	0.58600900
-3.56799996	0.78134540
-3.56399996	0.58600900
-3.55999996	0.73251130
-3.55599996	0.63484310
-3.55199996	0.83017950
-3.54799996	0.58600900
-3.54399996	0.73251130
-3.53999996	0.63484310
-3.53599996	0.68367720
-3.53199996	0.63484310
-3.52799996	0.53717490
-3.52399996	0.53717490
-3.51999996	0.68367720
-3.51599996	0.73251130
-3.51199996	0.78134540
-3.50799996	0.58600900
-3.50399996	0.73251130
-3.49999996	0.83017950
-3.49599996	0.58600900
-3.49199996	0.68367720
-3.48799996	0.63484310
-3.48399996	0.58600900
-3.47999996	0.63484310
-3.47599996	0.53717490
-3.47199996	0.68367720
-3.46799996	0.68367720
-3.46399996	0.73251130
-3.45999996	0.63484310
-3.45599996	0.63484310
-3.45199996	0.78134540
-3.44799996	0.68367720
-3.44399996	0.78134540
-3.43999996	0.78134540
-3.43599996	0.68367720
-3.43199996	0.73251130
-3.42799996	0.73251130
-3.42399996	0.68367720
-3.41999997	0.73251130
-3.41599997	0.73251130
-3.41199997	0.68367720
-3.40799997	0.68367720
-3.40399997	0.78134540
-3.39999997	0.63484310
-3.39599997	0.78134540
-3.39199997	0.63484310
-3.38799997	0.63484310
-3.38399997	0.63484310
-3.37999997	0.83017950
-3.37599997	0.78134540
-3.37199997	0.68367720
-3.36799997	0.73251130
-3.36399997	0.68367720
-3.35999997	0.58600900
-3.35599997	0.68367720
-3.35199997	0.68367720
-3.34799997	0.73251130
-3.34399997	0.63484310
-3.33999997	0.68367720
-3.33599997	0.83017950
-3.33199997	0.78134540
-3.32799997	0.73251130
-3.32399997	0.68367720
-3.31999997	0.78134540
-3.31599997	0.83017950
-3.31199997	0.68367720
-3.30799997	0.68367720
-3.30399997	0.63484310
-3.29999997	0.68367720
-3.29599997	0.83017950
-3.29199997	0.58600900
-3.28799997	0.73251130
-3.28399997	0.73251130
-3.27999997	0.63484310
-3.27599997	0.73251130
-3.27199997	0.63484310
-3.26799997	0.73251130
-3.26399997	0.78134540
-3.25999997	0.68367720
-3.25599997	0.73251130
-3.25199997	0.78134540
-3.24799997	0.73251130
-3.24399997	0.78134540
-3.23999997	0.83017950
-3.23599997	0.73251130
-3.23199997	0.63484310
-3.22799997	0.83017950
-3.22399997	0.63484310
-3.21999997	0.73251130
-3.21599997	0.68367720
-3.21199997	0.58600900
-3.20799997	0.87901350
-3.20399997	0.78134540
-3.19999997	0.68367720
-3.19599997	0.63484310
-3.19199997	0.43950670
-3.18799997	0.78134540
-3.18399997	0.63484310
-3.17999997	0.68367720
-3.17599997	0.68367720
-3.17199997	0.63484310
-3.16799997	0.73251130
-3.16399997	0.63484310
-3.15999997	0.53717490
-3.15599997	0.73251130
-3.15199997	0.63484310
-3.14799997	0.78134540
-3.14399997	0.53717490
-3.13999997	0.73251130
-3.13599997	0.68367720
-3.13199997	0.83017950
-3.12799997	0.68367720
-3.12399997	0.78134540
-3.11999997	0.58600900
-3.11599997	0.53717490
-3.11199997	0.68367720
-3.10799997	0.63484310
-3.10399997	0.78134540
-3.09999997	0.73251130
-3.09599997	0.63484310
-3.09199997	0.83017950
-3.08799997	0.73251130
-3.08399997	0.78134540
-3.07999997	0.53717490
-3.07599997	0.73251130
-3.07199997	0.58600900
-3.06799997	0.43950670
-3.06399998	0.43950670
-3.05999998	0.53717490
-3.05599998	0.68367720
-3.05199998	0.58600900
-3.04799998	0.83017950
-3.04399998	0.73251130
-3.03999998	0.63484310
-3.03599998	0.68367720
-3.03199998	0.68367720
-3.02799998	0.68367720
-3.02399998	0.63484310
-3.01999998	0.63484310
-3.01599998	0.78134540
-3.01199998	0.68367720
-3.00799998	0.68367720
-3.00399998	0.87901350
-2.99999998	0.58600900
-2.99599998	0.68367720
-2.99199998	0.63484310
-2.98799998	0.73251130
-2.98399998	0.73251130
-2.97999998	0.68367720
-2.97599998	0.63484310
-2.97199998	0.87901350
-2.96799998	0.78134540
-2.96399998	0.83017950
-2.95999998	0.78134540
-2.95599998	0.43950670
-2.95199998	0.78134540
-2.94799998	0.63484310
-2.94399998	0.53717490
-2.93999998	0.53717490
-2.93599998	0.58600900
-2.93199998	0.92784760
-2.92799998	0.92784760
-2.92399998	0.68367720
-2.91999998	0.63484310
-2.91599998	0.63484310
-2.91199998	0.83017950
-2.90799998	0.63484310
-2.90399998	0.48834080
-2.89999998	0.78134540
-2.89599998	0.73251130
-2.89199998	0.68367720
-2.88799998	0.63484310
-2.88399998	0.63484310
-2.87999998	0.58600900
-2.87599998	0.68367720
-2.87199998	0.83017950
-2.86799998	0.58600900
-2.86399998	0.63484310
-2.85999998	0.73251130
-2.85599998	0.68367720
-2.85199998	0.48834080
-2.84799998	0.68367720
-2.84399998	0.68367720
-2.83999998	0.68367720
-2.83599998	0.73251130
-2.83199998	0.63484310
-2.82799998	0.63484310
-2.82399998	0.63484310
-2.81999998	0.78134540
-2.81599998	0.73251130
-2.81199998	0.68367720
-2.80799998	0.53717490
-2.80399998	0.68367720
-2.79999998	0.53717490
-2.79599998	0.78134540
-2.79199998	0.63484310
-2.78799998	0.58600900
-2.78399998	0.68367720
-2.77999998	0.68367720
-2.77599998	0.78134540
-2.77199998	0.68367720
-2.76799998	0.73251130
-2.76399998	0.68367720
-2.75999998	0.78134540
-2.75599998	0.63484310
-2.75199998	0.78134540
-2.74799998	0.68367720
-2.74399998	0.78134540
-2.73999998	0.68367720
-2.73599998	0.73251130
-2.73199998	0.68367720
-2.72799998	0.73251130
-2.72399998	0.68367720
-2.71999998	0.68367720
-2.71599998	0.58600900
-2.71199999	0.63484310
-2.70799999	0.92784760
-2.70399999	0.73251130
-2.69999999	0.73251130
-2.69599999	0.83017950
-2.69199999	0.63484310
-2.68799999	0.73251130
-2.68399999	0.63484310
-2.67999999	0.63484310
-2.67599999	0.63484310
-2.67199999	0.63484310
-2.66799999	0.78134540
-2.66399999	0.68367720
-2.65999999	0.73251130
-2.65599999	0.58600900
-2.65199999	0.78134540
-2.64799999	0.83017950
-2.64399999	0.53717490
-2.63999999	0.58600900
-2.63599999	0.63484310
-2.63199999	0.73251130
-2.62799999	0.68367720
-2.62399999	0.63484310
-2.61999999	0.73251130
-2.61599999	0.63484310
-2.61199999	0.63484310
-2.60799999	0.63484310
-2.60399999	0.58600900
-2.59999999	0.63484310
-2.59599999	0.58600900
-2.59199999	0.68367720
-2.58799999	0.83017950
-2.58399999	0.53717490
-2.57999999	0.83017950
-2.57599999	0.78134540
-2.57199999	0.68367720
-2.56799999	0.78134540
-2.56399999	0.43950670
-2.55999999	0.68367720
